NaN,NaN,NaN,0.602,0.012001,0.051009,NaN,0.18501
NaN,NaN,0.22,0.046003,0.060005,0.575,0.090008,0.017009
NaN,NaN,0.039005,0.128,0.327,0.727,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,0.94701,0.116,0.13301,0.298,0.572,NaN,0.18401
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1.024,0.068003,0.048001,0.012006,NaN,0.228,0.398
NaN,NaN,0.395,0.094004,0.52301,NaN,0.62701,0.25601
NaN,NaN,0.07001,0.0010061,0.40201,0.0020007,0.077006,0.54201
NaN,NaN,NaN,0.139,0.11801,0.012007,NaN,NaN
NaN,NaN,NaN,NaN,0.77401,0.027001,0.061005,0.06
NaN,NaN,NaN,0.36,0.0019999,0.10101,NaN,0.137
NaN,NaN,NaN,0.57501,0.166,0.099008,0.173,NaN
NaN,NaN,NaN,NaN,0.46601,0.024003,0.147,NaN
NaN,NaN,NaN,NaN,NaN,0.035005,0.14201,NaN
NaN,NaN,NaN,1.008,0.162,0.012002,0.13401,0.022001
NaN,0.709,0.153,0.085009,NaN,NaN,0.28801,0.042009
NaN,NaN,0.997,0.151,0.076009,0.023003,0.56201,0.168
NaN,NaN,NaN,0.12,0.16101,0.082009,NaN,NaN
