27.227,28.237,29.307,30.263,31.263,32.398,33.296,34.302
61.321,62.324,63.483,64.46,65.468,66.446,67.454,68.507
94.747,96.141,97.195,98.265,99.275,100.3,101.26,102.27
129.21,130.2,131.24,132.34,133.34,134.39,135.44,136.42
163.52,164.55,165.51,166.55,167.6,168.65,169.63,170.7
197.89,198.9,199.96,200.96,202.02,203.09,204.12,205.14
232.09,233.12,234.12,235.15,236.27,237.24,238.24,239.23
266.44,267.48,268.54,269.56,270.61,271.64,272.74,273.8
301.2,302.23,303.27,304.37,305.39,306.44,307.47,308.54
335.92,336.91,337.94,339.12,340.01,341.04,342.05,343.06
369.85,370.87,372.06,372.99,374.01,375.08,376.07,377.14
404.06,405.2,406.22,407.24,408.24,409.24,410.28,411.27
