21.869,22.831,23.932,24.871,25.896,26.892,28.042,29.002
52.557,53.556,54.548,55.627,56.597,57.579,58.597,59.6
83.236,84.269,85.32,86.33,87.368,88.383,89.473,90.623
114.59,115.64,116.69,117.74,118.77,119.86,120.89,121.93
145.54,146.69,147.61,148.59,149.71,150.76,151.84,152.63
176.24,177.31,178.36,179.35,180.45,181.44,182.48,183.52
238.5,239.6,240.65,241.67,242.77,243.72,244.79,245.82
300.36,301.5,302.51,303.56,304.61,305.61,306.62,307.64
362.5,363.57,364.62,365.75,366.9,367.8,368.84,369.92
425.05,426.08,427.15,428.22,429.34,430.24,431.33,432.34
487.23,488.3,489.49,490.47,491.55,492.55,493.66,494.61
550.31,551.4,552.49,553.56,554.13,555.61,556.67,557.82
613.11,614.15,615.2,616.22,617.28,618.44,619.51,620.4
