date,startTime,endTime,pertSize,reactionTime,reactionStride,initialResponse,Lclicks,Rclicks,lastSpeedDiff,changeSize,eLclicks,eRclicks
737266.770636574,25.4120025783777,31.9860063493252,100,1.5350014998985,2,1,1,12,174,100,0,12
737266.770636574,59.0520031750202,65.5550055205822,-200,1.13600586462417,2,-1,10,5,-238,-200,10,0
737266.770636574,93.1460045278072,99.8070023953915,0,2.23100651382993,3,-1,15,0,-106,0,11,0
737266.770636574,127.007005736232,133.651005104184,100,2.22600875521312,3,-1,10,0,30,100,10,0
737266.770636574,160.389001294971,166.998007893562,0,NaN,NaN,NaN,0,0,0,0,0,0
737266.770636574,193.807005509734,200.423002615571,200,2.50500097501208,3,-1,12,0,120,200,9,0
737266.770636574,227.443002909422,234.192000702024,-100,4.70200336146809,5,-1,3,3,-100,-100,0,0
737266.770636574,261.582005023956,268.268007785082,200,2.12100538838422,3,1,9,8,186,200,0,7
737266.770636574,295.834001898766,302.561002224684,0,NaN,NaN,NaN,0,0,0,0,0,0
737266.770636574,330.054003372788,336.707004904747,-100,1.45900773024186,2,-1,8,12,-64,-100,8,6
737266.770636574,364.321007207036,370.968003943563,0,4.59800500453275,5,-1,8,0,-56,0,0,0
737266.770636574,398.418005928397,405.06200529635,-200,1.36000076997152,2,-1,15,10,-238,-200,9,6
