date,startTime,endTime,pertSize,reactionTime,reactionStride,initialResponse,Lclicks,Rclicks,lastSpeedDiff,changeSize,eLclicks,eRclicks
737266.759965278,51.2699995189905,75.0539984554052,100,3.88600158071495,4,-1,8,0,44,100,1,0
737266.759965278,127.774000167847,151.804004609585,-200,0.0210060943500139,1,1,0,16,-90,-200,0,14
737266.759965278,205.504005029798,229.499006643891,-100,1.49499792672577,2,-1,10,0,-164,-100,10,0
737266.759965278,282.70200714469,307.092007622123,200,4.37600433040643,5,-1,12,0,118,200,0,0
