date,startTime,endTime,pertSize,reactionTime,reactionStride,initialResponse,Lclicks,Rclicks,lastSpeedDiff,changeSize,eLclicks,eRclicks
737266.779305556,16.5570013225079,23.129003494978,200,2.74000276053266,3,-1,11,0,124,200,7,0
737266.779305556,61.6310074925423,68.1360013782978,200,1.2250000488857,2,1,11,12,204,-300,0,12
737266.779305556,92.0080002397299,98.6390043050051,400,1.031004504679,2,-1,15,0,290,-100,14,0
737266.779305556,122.661002352834,129.378004744649,200,NaN,NaN,NaN,0,0,200,-300,0,0
737266.779305556,153.940001875162,160.598002374172,400,0.947009412062471,1,1,0,16,508,-100,0,14
737266.779305556,184.933999925852,191.679004579782,200,NaN,NaN,NaN,0,0,200,-300,0,0
737266.779305556,216.565009206533,223.335008695722,400,1.02400284768373,1,-1,20,0,248,-100,17,0
737266.779305556,279.051000997424,285.809000954032,200,1.44400262535783,2,-1,12,0,108,-300,10,0
737266.779305556,344.903007522225,351.590006053448,400,1.07900991750648,2,-1,9,15,434,-100,9,4
737266.779305556,410.400006920099,417.029009386897,200,2.16500221789465,3,1,0,14,296,-300,0,10
737266.779305556,475.451001897454,482.002002373338,400,3.56100652122404,4,-1,16,0,284,-100,1,0
737266.779305556,540.786002576351,547.324007749557,200,2.35500308514747,3,1,0,14,294,-300,0,9
737266.779305556,606.329008564353,612.900004908442,400,2.7070087732136,3,-1,17,0,282,-100,8,0
737266.779305556,671.240002289414,677.892008051276,200,3.57800541282631,4,-1,12,0,120,-300,2,0
737266.779305556,737.492006644607,744.300006330013,400,4.26500484014105,5,1,0,7,452,-100,0,0
737266.779305556,803.986003249884,810.619008913636,200,2.99200070048391,3,-1,7,12,232,-300,6,0
737266.779305556,870.964004471898,877.767005190253,400,0.709002839095774,1,-1,16,0,288,-100,9,0
737266.779305556,937.789009138942,944.442000612617,200,2.05100384808611,2,-1,12,8,168,-300,11,0
737266.779305556,983.979002013803,990.69400280714,200,2.14900464034872,3,1,0,15,306,200,0,11
