NaN,NaN,NaN,0.847,0.035003,0.065004,0.011003,NaN
NaN,NaN,0.422,0.085005,0.034002,0.738,NaN,NaN
NaN,NaN,NaN,0.731,0.109,0.421,0.068998,0.044001
NaN,NaN,NaN,0.305,0.168,0.032997,NaN,NaN
NaN,NaN,NaN,0.080998,0.167,0.326,NaN,0.171
NaN,NaN,NaN,0.834,0.061001,0.13,NaN,NaN
NaN,NaN,NaN,NaN,NaN,0.286,0.089005,0.0039967
NaN,NaN,NaN,NaN,0.301,0.146,NaN,0.413
NaN,NaN,NaN,0.51201,0.002,0.103,0.275,0.0030025
NaN,NaN,NaN,NaN,0.103,NaN,0.373,0.166
NaN,NaN,NaN,NaN,0.636,0.024001,0.293,NaN
NaN,NaN,NaN,0.93,0.162,0.206,NaN,0.021005
NaN,NaN,NaN,NaN,0.261,0.075996,NaN,0.238
