date,startTime,endTime,pertSize,reactionTime,reactionStride,initialResponse,Lclicks,Rclicks,lastSpeedDiff,changeSize,eLclicks,eRclicks
737266.791284722,20.9189973771572,27.5509972125292,100,2.86600476478634,3,1,0,12,188,100,0,7
737266.791284722,51.7959974706173,58.2010019570589,0,1.34000227236538,2,1,0,10,68,0,0,9
737266.791284722,82.3530033230782,89.0370044857264,100,2.79200185847003,3,-1,5,10,132,100,5,0
737266.791284722,113.646003976464,120.487004891038,200,2.39499622165749,3,-1,14,0,102,200,10,0
737266.791284722,144.59400549531,151.403000950813,0,2.206998357884,3,-1,12,0,-80,0,8,0
737266.791284722,175.303002074361,182.113003358245,100,2.96400149272813,3,1,0,9,162,100,0,7
737266.791284722,237.60100454092,244.348996505141,0,4.53499724864378,5,-1,10,0,-62,0,0,0
737266.791284722,299.472998455167,306.299998238683,100,3.38900059746811,4,-1,11,0,22,100,5,0
737266.791284722,361.578998342156,368.431003019214,-100,2.62600501989073,3,-1,10,6,-128,-100,9,0
737266.791284722,424.12699945271,430.894001573324,0,3.20700277792639,4,-1,6,0,-44,0,1,0
737266.791284722,486.239999905229,493.259002268314,100,3.90999680220557,4,-1,9,0,42,100,2,0
737266.791284722,549.427999556065,556.313005462289,-100,3.11500398920907,3,1,0,11,-22,-100,0,6
737266.791284722,612.180998548865,618.974997103214,0,3.39900445364765,4,-1,8,0,-54,0,4,0
