24.368,25.471,26.638,27.755,28.919,30.063,31.18,32.315
58.528,59.673,60.891,61.968,63.131,64.261,65.466,66.6
93.198,94.357,95.532,96.742,97.943,99.036,100.23,101.31
127.85,128.95,130.1,131.28,132.44,133.58,134.75,135.91
162.32,163.43,164.6,165.76,166.95,168.11,169.31,170.49
197.24,198.39,199.56,200.74,201.91,203.06,204.2,205.39
266.03,267.23,268.41,269.54,270.71,271.89,273.07,274.27
336.14,337.32,338.55,339.7,340.86,342.06,343.28,344.42
405.83,406.97,408.13,409.3,410.48,411.65,412.85,414.03
475.38,476.5,477.71,478.88,480.04,481.23,482.42,483.49
545.33,546.5,547.71,548.86,549.99,551.13,552.33,553.47
615.17,616.31,617.47,618.65,619.84,621.02,622.18,623.38
684.93,686.01,687.19,688.39,689.58,690.81,692.03,693.14
