55.283,56.45,57.585,58.674,59.767,60.885,62.014,63.14
139.54,140.74,141.84,142.95,144.05,145.21,146.4,147.47
225.01,226.18,227.34,228.48,229.62,230.74,231.89,233.03
311.24,312.42,313.61,314.82,316.07,317.16,318.38,319.56
