date,startTime,endTime,pertSize,reactionTime,reactionStride,initialResponse,Lclicks,Rclicks,lastSpeedDiff,changeSize,eLclicks,eRclicks
737252.503344907,29.500000923872,36.9859993457794,100,0.83200204372406,1,-1,14,1,8,100,13,0
737252.503344907,67.5450067967176,75.1059997826815,-200,1.0760017651337,1,1,0,24,-32,-200,0,16
737252.503344907,105.801005288959,113.361002504826,0,3.90200002193887,4,1,0,2,16,0,0,1
737252.503344907,144.256006926298,151.81200094521,100,3.66000517929206,4,1,0,8,158,100,0,4
737252.503344907,182.269007340074,189.757007360458,0,3.17800257480849,3,-1,3,0,-20,0,3,0
737252.503344907,220.690001919866,228.393007814884,200,0.901002866630733,1,-1,21,0,56,200,15,0
737252.503344907,259.457001462579,267.05200150609,-100,1.09000762033975,1,1,0,12,-14,-100,0,10
737252.503344907,297.96000123024,305.61300739646,200,1.10800165772525,1,-1,19,0,66,200,12,0
737252.503344907,336.874002590775,344.457003101707,0,3.98300251162436,4,-1,3,0,-22,0,2,0
737252.503344907,375.629002600908,383.274002373219,-100,0.912001481774496,1,1,0,22,60,-100,0,18
737252.503344907,414.618008583784,422.313008084893,0,4.40100060475379,4,1,0,5,36,0,0,2
737252.503344907,453.350005298853,460.785008221865,-200,0.858007082344557,1,1,0,24,-32,-200,0,16
