NaN,NaN,NaN,0.033004,0.31801,0.346,NaN,NaN
NaN,NaN,NaN,0.429,0.114,NaN,NaN,NaN
NaN,NaN,NaN,0.75801,0.452,0.358,NaN,NaN
NaN,0.901,0.022,0.152,0.1,0.76901,0.786,NaN
NaN,NaN,NaN,0.0030045,0.088999,0.759,0.89201,NaN
NaN,1.064,0.16,0.16801,0.079002,NaN,0.146,NaN
NaN,NaN,NaN,NaN,0.368,0.138,NaN,0.086999
NaN,NaN,0.397,0.251,0.443,NaN,NaN,NaN
NaN,0.92501,0.014999,0.071005,0.246,NaN,NaN,0.318
NaN,NaN,NaN,0.808,0.12901,NaN,0.958,NaN
NaN,NaN,0.153,0.14,NaN,0.10301,NaN,NaN
NaN,1.051,0.077001,0.144,0.069004,0.331,0.773,0.104
NaN,NaN,NaN,0.077,0.053006,0.151,0.331,0.27
