18.132,19.276,20.443,21.573,22.767,23.939,25.066,26.248
70.178,71.372,72.555,73.708,74.778,75.905,77.078,78.196
104.49,105.63,106.76,107.92,109.09,110.22,111.35,112.51
138.59,139.72,140.88,142.04,143.25,144.4,145.47,146.66
173,174.15,175.27,176.46,177.66,178.82,179.95,181.09
207.28,208.43,209.6,210.72,211.93,213.12,214.22,215.43
241.51,242.65,243.82,244.97,246.11,247.23,248.38,249.56
309.53,310.66,311.81,313.05,314.11,315.31,316.46,317.63
383.51,384.67,385.89,387.05,388.24,389.41,390.65,391.79
457.65,458.85,460,461.2,462.39,463.55,464.69,465.85
531.66,532.8,533.97,535.14,536.27,537.46,538.56,539.74
605.25,606.38,607.52,608.7,609.89,611.05,612.23,613.41
678.81,679.94,681.1,682.26,683.34,684.52,685.71,686.78
752.41,753.56,754.71,755.85,757.03,758.18,759.35,760.5
825.27,826.43,827.6,828.76,829.95,831.13,832.21,833.38
898.35,899.46,900.62,901.73,902.89,904.02,905.17,906.26
971.53,972.6,973.81,975.06,976.25,977.34,978.54,979.64
1045.4,1046.5,1047.6,1048.8,1050,1051.1,1052.2,1053.4
1096.5,1097.7,1098.8,1100,1101.1,1102.3,1103.4,1104.6
