NaN,NaN,0.505,0.059004,0.187,0.016004,0.225,NaN
NaN,0.099,0.010006,0.19201,0.0020055,0.066003,1.005,NaN
NaN,NaN,NaN,NaN,NaN,0.66101,0.264,0.493
NaN,0.965,0.021005,0.036002,0.102,0.095006,NaN,NaN
NaN,NaN,NaN,0.641,0.152,0.026001,1.151,NaN
NaN,0.782,0.058999,0.149,0.022,0.053999,NaN,NaN
NaN,0.81401,0.062007,0.083005,0.096001,0.055003,0.011005,0.283
NaN,0.71701,0.033002,0.081002,0.089999,0.059002,1,NaN
NaN,NaN,NaN,0.64001,0.195,0.317,0.321,NaN
NaN,1.066,0.158,0.074007,0.235,0.119,NaN,NaN
NaN,NaN,NaN,NaN,0.477,0.207,0.165,NaN
NaN,0.942,0.19501,0.195,0.203,0.026002,0.10001,0.019007
