date,startTime,endTime,pertSize,reactionTime,reactionStride,initialResponse,Lclicks,Rclicks,lastSpeedDiff,changeSize,eLclicks,eRclicks
737252.511597222,17.0939929783344,21.1929950863123,200,0.93199778568669,1,-1,13,0,17.6666666666667,200,13,0
737252.511597222,69.1609907895327,76.6389928758144,200,NaN,NaN,NaN,0,0,200,-300,0,0
737252.511597222,103.447990491986,110.926998406649,400,2.2179929454287,2,-1,15,0,294,-100,10,0
737252.511597222,137.555992975831,145.071995258331,200,1.87899526178808,2,-1,13,0,112,-300,6,0
737252.511597222,171.974997594953,179.569997638464,400,1.13099125921144,2,-1,15,0,298,-100,12,0
737252.511597222,206.2529951334,213.792996481061,200,2.38799264144473,3,1,0,5,234,-300,0,3
737252.511597222,240.458995476365,247.943998128176,400,1.78999783730251,2,-1,17,0,278,-100,13,0
737252.511597222,308.468996733427,316.028993949294,200,1.92499555122777,2,1,0,7,248,-300,0,5
737252.511597222,382.543992251158,390.184998884797,400,3.31799879646132,3,-1,12,0,318,-100,5,0
737252.511597222,456.60099349916,464.301997795701,200,1.54299458467722,2,1,0,16,306,-300,0,12
737252.511597222,530.681993812323,538.128996267915,400,2.03099688314978,2,-1,16,0,288,-100,11,0
737252.511597222,604.185990616679,611.787991225719,200,1.03199065172521,1,1,1,15,294,-300,0,15
737252.511597222,677.847993001342,685.250990465283,400,1.57599954593024,2,-1,12,0,314,-100,12,0
737252.511597222,751.392997428775,758.962992578745,200,1.20399411689868,2,1,0,16,314,-300,0,14
737252.511597222,824.210999161005,831.801000237465,400,2.0429975345105,2,-1,16,0,288,-100,10,0
737252.511597222,897.314998134971,904.71999719739,200,0.920994949934538,1,1,0,20,340,-300,0,10
737252.511597222,970.487996935844,978.084998577833,400,1.86099066388124,2,-1,15,0,292,-100,12,0
737252.511597222,1044.29299794137,1051.81599073112,200,0.987992984766606,1,1,0,14,302,-300,0,12
737252.511597222,1095.54099999368,1099.52999465168,200,2.56599312186154,3,-1,5,0,27.3333333333333,200,5,0
