date,startTime,endTime,pertSize,reactionTime,reactionStride,initialResponse,Lclicks,Rclicks,lastSpeedDiff,changeSize,eLclicks,eRclicks
737267.491030093,17.5709970295429,24.8840030282736,200,1.02899969601276,1,-1,22,0,42,200,17,0
737267.491030093,68.5590025037527,76.028998196125,200,3.80900417303928,4,-1,8,0,140,-300,3,0
737267.491030093,103.39300185442,110.88899821043,400,1.74499762523192,2,-1,13,0,308,-100,11,0
737267.491030093,138.165997713804,145.555999875069,200,0.775998539327702,1,1,0,9,264,-300,0,8
737267.491030093,172.401006147265,179.728998988867,400,2.48699728453357,3,1,8,7,390,-100,0,6
737267.491030093,206.760003045201,214.258000999689,200,2.51100330590998,3,1,0,6,240,-300,0,4
737267.491030093,241.180999204516,248.564000800252,400,2.18200306021754,2,-1,12,0,316,-100,8,0
737267.491030093,309.236001223326,316.500999033451,200,0.772004680278769,1,1,0,22,358,-300,0,16
737267.491030093,381.999004259706,389.278998970985,400,2.75900156592979,3,-1,7,0,348,-100,4,0
737267.491030093,454.658004641533,462.001004442573,200,2.06199728477077,2,1,0,13,294,-300,0,10
737267.491030093,527.299000695348,534.689998626709,400,0.863005675790191,1,-1,9,0,334,-100,8,0
737267.491030093,599.65300373733,606.906997784972,200,0.784000898478553,1,1,0,28,388,-300,0,18
737267.491030093,670.812997967005,678.074998408556,400,1.29900520396041,2,-1,10,0,326,-100,10,0
737267.491030093,742.770000547171,750.07000118494,200,0.705005775686004,1,1,0,22,342,-300,0,17
737267.491030093,814.294004067779,821.623998507857,400,1.22500245249103,2,-1,10,0,330,-100,8,0
737267.491030093,886.105000600219,893.433003500104,200,0.838006515499728,1,1,0,33,432,-300,0,19
737267.491030093,957.700005546212,964.86500389874,400,3.17599918245833,3,-1,10,0,330,-100,3,0
737267.491030093,1030.12799732387,1037.39699833095,200,0.648998028154892,1,1,0,21,356,-300,0,17
737267.491030093,1080.51600605249,1087.75599896908,200,1.08700478338869,1,1,0,15,298,200,0,13
