NaN,1.029,0.15,0.038003,0.16101,0.20201,0.082998,0.123
NaN,NaN,NaN,NaN,0.392,0.087006,0.32,NaN
NaN,NaN,0.597,0.14,0.003001,NaN,0.693,NaN
NaN,0.776,0.126,0.359,0.814,NaN,NaN,0.401
NaN,NaN,NaN,0.257,0.111,0.291,0.366,0.037998
NaN,NaN,NaN,0.238,0.254,NaN,1.116,0.459
NaN,NaN,1.058,0.15101,0.089999,0.091001,0.306,NaN
NaN,0.772,0.043,0.063004,0.10301,0.235,0.814,0.238
NaN,NaN,NaN,0.611,0.222,0.045001,0.916,NaN
NaN,NaN,0.909,0.0030042,0.176,0.139,0.165,NaN
NaN,0.86301,0.013,0.211,0.20101,0.908,NaN,NaN
NaN,0.784,0.181,0.10101,0.065002,0.24,0.105,0.094004
NaN,NaN,0.21601,0.109,0.156,NaN,NaN,NaN
NaN,0.70501,0.164,0.099997,0.193,0.067997,NaN,NaN
NaN,NaN,0.144,0.040997,0.077001,0.069004,NaN,NaN
NaN,0.83801,0.116,0.165,0.072006,0.164,0.034,0.062004
NaN,NaN,NaN,1.056,0.393,0.122,0.184,0.22
NaN,0.649,0.090004,0.152,0.0020003,0.021006,0.238,NaN
NaN,1.087,0.216,0.010999,0.22001,0.163,NaN,0.067997
