date,startTime,endTime,pertSize,reactionTime,reactionStride,initialResponse,Lclicks,Rclicks,lastSpeedDiff,changeSize,eLclicks,eRclicks
737267.48,29.9050077795982,37.2920025140047,100,1.09600867450354,1,-1,21,0,-50,100,16,0
737267.48,67.8730074316263,75.1860033720732,-200,0.892000386003929,1,1,0,29,4,-200,0,20
737267.48,105.862008780241,113.274008408189,0,1.11600554335746,1,1,7,16,64,0,0,15
737267.48,144.169002771378,151.804004609585,100,1.11599953449331,1,-1,24,0,-64,100,15,0
737267.48,182.999007403851,190.612001717091,0,1.19800935483363,2,-1,8,0,-50,0,6,0
737267.48,222.121004015207,229.667000100017,200,1.13700247490488,1,-1,23,0,52,200,15,0
737267.48,261.15400493145,268.697003647685,-100,0.801006420617341,1,1,0,24,74,-100,0,19
737267.48,300.570005178452,308.226008713245,200,0.901006125212007,1,-1,30,0,-4,200,19,0
737267.48,339.804000779986,347.407007217407,0,0.816003400206682,1,-1,12,5,-52,0,12,0
737267.48,379.217003658414,386.836002767086,-100,0.850009106281505,1,1,0,12,-16,-100,0,12
737267.48,418.398002162576,426.020008698106,0,1.24100750673097,2,-1,7,0,-54,0,7,0
737267.48,458.146006241441,465.592002868652,-200,1.06500167727791,1,1,0,32,16,-200,0,18
