date,startTime,endTime,pertSize,reactionTime,reactionStride,initialResponse,Lclicks,Rclicks,lastSpeedDiff,changeSize,eLclicks,eRclicks
737267.504386574,23.0250008404255,30.2899986505508,100,1.81500226652861,2,1,0,9,164,100,0,9
737267.504386574,55.8499988168478,62.9429999738932,0,1.39200494587567,2,1,0,17,122,0,0,13
737267.504386574,88.9870047569275,96.1730048060417,100,1.15400171625515,2,1,0,15,206,100,0,11
737267.504386574,122.342999652028,129.62899915874,200,2.447999052878,3,-1,16,0,84,200,8,0
737267.504386574,156.049002707005,163.394004106522,0,2.09300503921258,2,1,0,16,110,0,0,11
737267.504386574,189.948004111648,197.312005609274,100,1.16200163650501,1,1,0,9,160,100,0,9
737267.504386574,258.864005282521,266.416006162763,0,1.15099904489762,2,1,0,5,36,0,0,5
737267.504386574,329.331999644637,336.845004558563,100,1.28399992215418,2,-1,11,0,20,100,9,0
737267.504386574,400.024002045393,407.681001350284,-100,0.918005721687223,1,1,0,14,0,-100,0,12
737267.504386574,469.933007284999,477.456000074744,0,3.79300039637019,4,1,0,16,116,0,0,5
737267.504386574,540.979000926018,548.578999936581,100,0.922999339461967,1,-1,17,0,-22,100,17,0
737267.504386574,611.802002415061,619.339006394148,-100,1.65000352370407,2,1,0,15,6,-100,0,12
737267.504386574,681.759005784988,689.333004131913,0,0.76099965107278,1,-1,9,2,-52,0,8,0
