29.905,31.046,32.198,33.324,34.455,35.627,36.739,37.886
67.872,68.979,70.123,71.248,72.371,73.524,74.602,75.761
105.86,107.07,108.21,109.28,110.44,111.59,112.69,113.82
144.17,145.35,146.51,147.68,148.85,150.05,151.22,152.33
183,184.18,185.38,186.49,187.68,188.91,190.03,191.19
222.12,223.33,224.48,225.68,226.79,227.93,229.06,230.23
261.15,262.32,263.48,264.63,265.79,266.92,268.1,269.24
300.57,301.78,302.96,304.12,305.29,306.46,307.62,308.76
339.8,340.97,342.13,343.32,344.49,345.68,346.86,347.96
379.22,380.42,381.58,382.69,383.85,385.02,386.22,387.38
418.4,419.58,420.76,421.9,423.15,424.29,425.45,426.62
458.14,459.29,460.45,461.59,462.72,463.87,465.02,466.14
