date,startTime,endTime,pertSize,reactionTime,reactionStride,initialResponse,Lclicks,Rclicks,lastSpeedDiff,changeSize,eLclicks,eRclicks
736663.572453704,22.7300014346838,46.9549957662821,-250,0.279998110891029,1,1,7,8,-246,-250,0,7
736663.572453704,71.2569963186979,96.7859968543053,100,1.46999861026416,2,1,2,7,126,50,0,5
736663.572453704,121.427001804113,146.72800116241,25,7.25500168013969,7,1,0,2,37,25,0,0
736663.572453704,171.327002719045,196.846005320549,-50,3.99000320542109,4,-1,4,0,-76,-50,1,0
736663.572453704,221.424005180597,246.150998398662,300,0.222997332573868,1,-1,19,0,170,300,8,0
736663.572453704,270.424996688962,295.843999832869,125,3.37500352859934,4,1,0,3,145,62,0,3
736663.572453704,320.414999127388,346.19399830699,-75,2.79100189269229,3,1,0,4,-47,-75,0,4
736663.572453704,370.954998582602,396.414999291301,-10,4.09499749363022,4,-1,2,1,-16,-10,1,0
736663.572453704,420.971001684666,446.419998630881,150,2.51500514233339,3,-1,10,0,80,150,8,0
736663.572453704,471.090001612902,496.650001779199,75,6.43499990165583,6,1,3,2,69,75,0,0
736663.572453704,521.150995418429,545.974005013704,-200,0.446004068857292,1,-1,9,25,-100,-200,7,0
736663.572453704,570.488004013896,595.808003470302,-125,2.80999681902176,3,-1,6,3,-143,-125,5,0
736663.572453704,620.722996070981,646.657999232411,-25,8.63400094497774,8,1,1,2,-17,-25,0,0
736663.572453704,671.461002901196,697.294005006552,0,5.82699805045559,6,-1,4,0,-30,0,0,0
736663.572453704,721.696005016565,746.950002014637,-300,0.289999626875215,1,1,3,17,-204,-300,0,7
736663.572453704,771.66100256145,797.473998740315,10,9.69900446975225,9,1,0,2,26,10,0,0
736663.572453704,822.453002259135,848.244000971317,50,6.25499750090239,6,-1,2,0,36,50,0,0
736663.572453704,873.107002303004,898.831998556852,-100,3.2569995286467,3,1,0,6,-58,-50,0,4
736663.572453704,923.549003899097,948.242000117898,-350,2.67699601745699,3,1,2,34,-120,-350,0,7
736663.572453704,973.316004127264,999.24700409174,0,3.61599738860241,4,-1,5,0,-34,0,2,0
736663.572453704,1024.14400242269,1050.04499852657,200,0.209003501891857,1,-1,20,0,66,200,17,0
736663.572453704,1074.88100342453,1100.90599805117,-150,1.31100013578543,2,1,2,9,-100,-150,0,7
736663.572453704,1125.71600228548,1151.35000124574,250,1.39199835622276,2,-1,25,2,92,125,12,0
736663.572453704,1176.15800388157,1201.86699740589,350,0.241996131662745,1,-1,34,0,110,175,17,0
