date,startTime,endTime,pertSize,reactionTime,reactionStride,initialResponse,Lclicks,Rclicks,lastSpeedDiff,changeSize,eLclicks,eRclicks
736663.611585648,23.2099927961826,49.0679997950792,-250,1.15899878084747,2,1,0,13,-162,-250,0,8
736663.611585648,73.760000243783,99.5769996196032,100,1.36899301945959,2,-1,11,0,22,100,11,0
736663.611585648,124.477991089225,150.055995583534,25,8.84399281251535,9,1,0,2,37,12,0,0
736663.611585648,174.92599748075,200.78599601984,-50,4.54999291801505,5,1,0,2,-38,-50,0,0
736663.611585648,225.513995066285,251.324999704957,300,1.22599345100025,2,-1,29,0,104,300,14,0
736663.611585648,276.143996044993,301.868992298841,125,4.28099274015403,4,-1,6,0,79,125,1,0
736663.611585648,326.653991639614,352.415992319584,-75,3.9009964308716,4,-1,3,0,-97,-75,2,0
736663.611585648,377.339997142553,403.007993102074,-10,6.62099321543792,7,1,0,4,18,-5,0,0
736663.611585648,428.021999448538,454.095998033881,150,1.11099141621526,2,-1,9,0,86,150,9,0
736663.611585648,479.120998084545,505.127998441458,75,4.91299698436342,5,-1,7,0,25,37,0,0
736663.611585648,530.126997828484,556.108993291855,-200,0.928990979075024,1,1,0,17,-78,-200,0,14
736663.611585648,580.976993590593,607.027998939157,-125,2.66499623465643,3,1,0,7,-79,-125,0,6
736663.611585648,632.076998054981,658.144991844893,-25,10.3289905111815,10,1,0,3,-3,-13,0,0
736663.611585648,683.233992755413,709.444995224476,0,5.23999069166166,5,1,0,7,46,0,0,0
736663.611585648,734.374994784594,760.307996347547,-300,1.18499137461185,2,1,0,24,-136,-150,0,15
736663.611585648,785.282996669412,811.126992478967,10,6.50299318659381,6,1,0,3,30,5,0,0
736663.611585648,835.722996667027,861.614990606904,50,5.8929942746181,6,-1,5,0,16,25,0,0
736663.611585648,886.573998257518,912.837997823954,-100,3.26299604868836,3,1,0,9,-38,-100,0,5
736663.611585648,937.581999599934,963.409992679954,-350,0.886999415633909,1,1,0,32,-136,-350,0,17
736663.611585648,988.701999932528,1014.37899805605,0,9.00699614488985,9,-1,2,0,-12,0,0,0
736663.611585648,1039.37999904156,1065.43899066746,200,1.05299071491027,1,-1,19,0,70,100,12,0
736663.611585648,1090.65699912608,1116.73799827695,-150,2.1979998829338,3,1,0,9,-88,-75,0,7
736663.611585648,1141.88799262047,1167.80399568379,250,0.829992141843832,1,-1,21,0,98,125,13,0
736663.611585648,1192.57599972188,1218.47600005567,350,1.13099338614848,2,-1,37,0,86,350,14,0
