date,startTime,endTime,pertSize,reactionTime,reactionStride,initialResponse,Lclicks,Rclicks,lastSpeedDiff,changeSize,eLclicks,eRclicks
736663.591168982,23.0449967086315,47.9729946702719,250,1.66100157975598,2,1,7,12,278,250,0,11
736663.591168982,72.4739983677864,97.9000020772219,-100,4.04799491858284,4,-1,8,2,-142,-50,1,0
736663.591168982,122.440001741052,148.278002813458,-25,8.55499456584221,8,1,0,2,-11,-25,0,0
736663.591168982,173.092000186443,199.02799911797,50,4.24699988233624,4,-1,5,0,16,25,1,0
736663.591168982,223.508996888995,248.809000477195,-300,0.660997125858557,1,1,0,28,-108,-150,0,14
736663.591168982,273.677000775933,299.496001750231,-125,3.43100208151009,4,1,0,5,-87,-125,0,3
736663.591168982,324.217996001244,349.876004084945,75,2.22399742173729,3,-1,6,0,35,75,5,0
736663.591168982,374.676000326872,400.374000146985,10,5.34399668777041,5,-1,2,0,-4,10,0,0
736663.591168982,425.301002338529,451.085000485182,-150,2.17100243175082,2,1,0,10,-76,-150,0,7
736663.591168982,475.905998423696,501.584002375603,-75,5.53300422548637,6,1,0,6,-33,-75,0,0
736663.591168982,526.312997192144,551.78200006485,200,1.45900154959963,2,-1,14,0,102,100,11,0
736663.591168982,576.162998378277,601.736003905535,125,2.40999758290855,3,-1,8,0,67,62,6,0
736663.591168982,626.540999114513,652.440003678203,25,5.93099691831594,6,-1,1,0,17,12,0,0
736663.591168982,677.37000323832,703.078000992537,0,8.33200391113496,8,1,0,2,16,0,0,0
736663.591168982,727.729999646544,753.078997135162,300,0.262002053015749,1,-1,21,0,156,300,12,0
736663.591168982,777.658998593688,803.197997063398,-10,6.60000302827393,7,1,0,2,2,-10,0,0
736663.591168982,828.16299945116,854.150003939867,-50,6.28800015198794,6,1,0,2,-38,-50,0,0
736663.591168982,879.111998900771,905.137003585696,100,3.9979957227697,4,-1,5,0,64,100,2,0
736663.591168982,929.972002655268,955.915997922421,350,1.20499934339023,2,-1,43,0,42,350,11,0
736663.591168982,980.885999277234,1006.66400268674,0,6.15999825835024,6,-1,2,0,-14,0,0,0
736663.591168982,1031.63499981165,1057.18099884689,-200,1.01899871563364,2,1,0,14,-96,-200,0,12
736663.591168982,1082.12599530816,1108.00500400364,150,1.18000298940751,2,-1,11,1,72,150,8,0
736663.591168982,1132.93100036681,1158.57600308955,-250,0.734999397631327,1,1,0,25,-82,-250,0,16
736663.591168982,1183.59099514782,1209.28099863231,-350,1.15599793552974,2,1,0,39,-78,-175,0,16
