date,startTime,endTime,pertSize,reactionTime,reactionStride,initialResponse,Lclicks,Rclicks,lastSpeedDiff
736663.629733796,23.2209965586662,49.1120047867298,250,1.35400249147642,2,-1,16,0,140
736663.629733796,74.1310000419617,100.140997767448,-100,3.07199525356555,3,1,0,9,-38
736663.629733796,125.220996513963,151.203997805715,-25,6.34999647617224,6,1,0,3,-5
736663.629733796,176.337003707886,202.107000723481,50,6.06999693560647,6,1,4,3,44
736663.629733796,226.980995759368,252.910999953747,-300,0.967994934559101,1,1,0,20,-156
736663.629733796,277.957001700997,303.916003927588,-125,0.100996928696986,1,-1,6,0,-171
736663.629733796,328.89200001955,354.804995656013,75,5.94099575746077,6,-1,2,0,61
736663.629733796,379.993000254035,405.98599947989,10,6.02199535143882,6,1,0,5,42
736663.629733796,430.847994983196,457.001001387835,-150,0.129002531291917,1,-1,1,8,-100
736663.629733796,482.2350025177,508.183000981808,-75,3.02900439441146,3,1,0,3,-55
736663.629733796,533.253997564316,559.41500030458,200,1.32499540662684,2,-1,14,0,94
736663.629733796,584.691004827619,610.820997878909,125,3.54100352490059,4,-1,5,0,93
736663.629733796,635.869001224637,661.840998753905,25,5.28800311958912,5,1,0,3,45
736663.629733796,687.063996121287,713.048999011517,0,6.37099778008997,6,1,3,2,-6
736663.629733796,737.895997613668,763.648000359535,300,0.465997902392701,1,-1,28,0,110
736663.629733796,788.56800198555,814.518002048135,-10,7.47200350630737,7,1,0,2,4
736663.629733796,839.367002248764,865.493002161384,-50,3.12200301754638,3,1,1,6,-14
736663.629733796,890.456002950668,916.366001218557,100,4.99299538159539,5,-1,3,3,98
736663.629733796,941.024004667997,966.913997009397,350,1.29099545276404,2,-1,26,0,160
736663.629733796,992.275999858975,1018.4119977057,0,5.70099911689613,6,1,0,4,30
736663.629733796,1043.37700009346,1069.11200433969,-200,1.03699909555871,1,1,0,15,-96
736663.629733796,1094.06999610364,1119.9920039624,150,3.61900102174695,4,1,3,13,222
736663.629733796,1145.09899914265,1170.88999785483,-250,0.874999425774149,1,1,0,18,-128
736663.629733796,1195.95400393009,1221.75400480628,-350,1.26299668264255,2,1,0,19,-216
