date,startTime,endTime,pertSize,reactionTime,reactionStride,initialResponse,Lclicks,Rclicks,lastSpeedDiff,changeSize,eLclicks,eRclicks
736572.863333333,23.0030033737421,48.5149953514338,250,1.31799482213682,2,-1,26,0,72,250,10,0
736572.863333333,72.7549966424704,99.0100041031837,-100,0.857002655859105,1,1,2,12,-32,-100,0,10
736572.863333333,124.071002751589,151.38100348413,-25,13.211995266669,12,1,2,4,-9,-13,0,0
736572.863333333,178.364995121956,205.838996171951,50,17.0349962657638,15,1,7,1,12,50,0,0
736572.863333333,231.245999783278,257.001995667815,-300,1.04299775243271,2,1,2,36,-54,-300,0,15
736572.863333333,282.142002135515,308.439998701215,-125,3.62699915932899,4,1,0,12,-43,-125,0,5
736572.863333333,333.434994891286,359.897001832724,75,1.80599998176331,2,-1,17,2,-31,75,9,0
736572.863333333,385.065996274352,412.180997058749,10,5.65499477052072,5,-1,5,4,4,10,0,0
736572.863333333,437.914995476604,463.883995637298,-150,0.87299416125461,1,1,0,21,0,-150,0,13
736572.863333333,488.965995982289,516.505999490619,-75,1.00800118208281,1,1,0,13,19,-38,0,13
736572.863333333,542.373994365335,568.755997717381,200,0.71999649501231,1,-1,24,5,62,200,15,0
736572.863333333,594.196002557874,621.288000047207,125,2.66599514364498,3,-1,16,0,17,125,7,0
736572.863333333,646.833003312349,673.528000339866,25,8.28199419808516,8,-1,7,4,5,25,0,0
736572.863333333,698.821003362536,725.190001353621,0,2.33099474787014,3,-1,11,5,-40,0,7,0
736572.863333333,750.410997122526,776.334996521473,300,0.759995218511904,1,-1,21,3,172,150,11,0
736572.863333333,801.330998539925,827.880995348096,-10,2.19099450134672,3,1,5,8,14,-5,0,8
736572.863333333,853.51800173521,881.696997955441,-50,5.34699546468619,5,1,1,5,-22,-50,0,0
736572.863333333,907.618995755911,934.745000302792,100,8.61100316321244,8,-1,9,1,42,50,0,0
736572.863333333,960.897000879049,987.758995592594,350,1.2849969266681,2,-1,32,5,158,350,12,0
736572.863333333,1013.40399831533,1040.39799794555,0,4.33199473928835,4,1,1,7,48,0,0,1
736572.863333333,1065.72600379586,1091.92499667406,-200,1.63400217497838,2,-1,1,23,-44,-200,1,9
736572.863333333,1117.32299812138,1144.04500164092,150,3.47899755727849,4,-1,15,3,64,150,6,0
736572.863333333,1168.95199790597,1195.10100111365,-250,1.92600255215075,2,1,2,34,-20,-250,0,12
736572.863333333,1220.40200047195,1246.85899838805,-350,1.36900330591016,2,1,1,52,4,-350,0,16
