date,startTime,endTime,pertSize,reactionTime,reactionStride,initialResponse,Lclicks,Rclicks,lastSpeedDiff,changeSize,eLclicks,eRclicks
737140.590405093,22.6499978452921,47.5729968398809,-250,0.47600029802561,1,1,0,33,-14,-250,0,20
737140.590405093,71.4989986270666,96.5789973735809,100,3.46699853038444,4,-1,30,4,-78,100,5,0
737140.590405093,120.442999899387,145.724003389478,25,5.72200085389341,6,1,17,14,3,25,0,0
737140.590405093,169.753002002835,195.204996317625,-50,7.05299553680379,7,-1,9,10,-40,-25,0,0
737140.590405093,219.334004446864,244.764001294971,300,1.66299502980837,2,-1,42,0,4,300,14,0
737140.590405093,268.995996192098,294.70200240612,125,1.4879985817679,2,1,26,5,-15,125,4,3
737140.590405093,319.192002341151,345.125003904104,-75,2.6669965254041,3,1,0,19,61,-75,0,8
737140.590405093,369.708002731204,395.430997386575,-10,4.7460039449943,5,-1,22,25,22,-10,0,0
737140.590405093,420.131999999285,446.453995630145,150,2.37399637627823,3,-1,35,2,-78,150,11,0
737140.590405093,471.223002299666,497.038995847106,75,2.66799648392043,3,-1,23,10,-17,75,6,0
737140.590405093,521.256003901362,546.759999543428,-200,1.23000125312683,2,1,1,36,40,-200,0,14
737140.590405093,571.195000782609,597.174994647503,-125,3.44599898934393,4,1,5,26,27,-125,0,6
737140.590405093,621.430002897978,647.204003110528,-25,5.02399495959253,5,-1,13,6,-79,-25,0,0
737140.590405093,671.780001372099,697.537998855114,0,4.41100138545153,5,-1,13,2,-74,0,0,0
737140.590405093,722.148004174232,747.790995240211,-300,1.05399584758561,1,1,2,32,-76,-300,0,14
737140.590405093,772.115003317595,797.761001810431,10,5.60500208497251,6,1,13,11,-10,5,0,0
737140.590405093,822.034004330635,847.652996331453,50,3.66999468934227,4,-1,14,9,14,50,1,0
737140.590405093,871.994998678565,897.640997171402,-100,0.907004420754674,1,-1,4,20,18,-100,2,7
737140.590405093,921.878001093864,947.516999021173,-350,0.381994596238656,1,1,2,44,-50,-350,0,16
737140.590405093,972.016996890306,997.718004137278,0,5.88499816226977,6,1,2,12,70,0,0,0
737140.590405093,1022.05999642611,1047.96600155532,200,0.778994620202866,1,-1,29,1,4,200,4,0
737140.590405093,1072.9690041393,1098.94100166857,-150,2.66999992203637,3,1,3,22,-20,-150,0,9
737140.590405093,1123.33399951458,1148.92999827862,250,0.535999630214064,1,-1,32,2,38,250,17,0
737140.590405093,1173.59000332654,1199.38100203872,350,0.872000412702619,1,-1,48,0,22,350,17,0
