date,startTime,endTime,pertSize,reactionTime,reactionStride,initialResponse,Lclicks,Rclicks,lastSpeedDiff
737140.574178241,23.578005284071,49.5660055428743,250,0.613001562240242,1,-1,33,0,28
737140.574178241,73.5489975661039,99.0349989384413,-100,2.21400105249631,2,1,1,21,38
737140.574178241,123.509006202221,149.155004695058,-25,9.82599817347364,10,1,0,8,27
737140.574178241,173.742006719112,199.26300086081,50,5.6840032475011,6,-1,11,2,-14
737140.574178241,224.461003392935,249.71400462091,-300,0.213997610808292,1,1,0,39,-26
737140.574178241,273.662999644876,299.127003550529,-125,3.70100552093936,4,-1,16,32,-21
737140.574178241,323.082999140024,348.761998862028,75,3.7900007112039,4,1,31,20,-3
737140.574178241,373.156998306513,398.949002847075,10,3.47899774241523,4,-1,29,28,-8
737140.574178241,423.691003024578,449.51400719583,-150,1.4130050218082,2,1,0,26,40
737140.574178241,473.813000321388,499.297000095248,-75,4.16199746084021,4,-1,8,10,-61
737140.574178241,523.760999366641,549.301003664732,200,2.00600337231299,2,-1,34,5,-6
737140.574178241,573.651002347469,599.235001578927,125,2.72699842452857,3,-1,28,2,-55
737140.574178241,623.525998368859,649.337003007531,25,5.79400657713268,6,-1,10,10,19
737140.574178241,673.750006780028,699.460006132722,0,6.57699786126614,7,-1,14,11,-24
737140.574178241,723.934999108315,748.780006170273,300,0.439002963306848,1,-1,35,1,60
737140.574178241,772.624002769589,798.24899956584,-10,4.41300438141479,5,1,17,24,42
737140.574178241,822.648002207279,848.255004733801,-50,4.20499851000204,4,-1,12,17,-16
737140.574178241,872.660997882485,898.395006358624,100,2.40700554692739,3,1,29,17,14
737140.574178241,922.653997689486,948.336004838347,350,1.81600071406137,2,-1,35,2,112
737140.574178241,972.415998950601,997.551006451249,0,4.3580060964814,5,1,2,11,62
737140.574178241,1022.83699885011,1048.21600019932,-200,0.497998769518745,1,1,2,33,-2
737140.574178241,1072.36300259829,1097.93599806726,150,1.41699773418804,2,1,27,19,94
737140.574178241,1122.20600321889,1147.645002231,-250,1.81399881660764,2,1,0,37,10
737140.574178241,1172.08300083876,1197.62500673532,-350,0.635000411988585,1,1,3,48,-42
