23.384,24.495,25.546,26.565,27.665,28.782,29.874,30.974,32.074,33.173,34.278,35.339,36.436,37.535,38.624,39.764,40.833,41.913,43.016,44.124,45.243,46.373,47.556,48.635,49.764
74.282,75.383,76.458,77.553,78.613,79.703,80.803,81.884,82.963,84.053,85.203,86.333,87.402,88.475,89.577,90.685,91.768,92.844,93.942,95.049,96.133,97.256,98.331,99.442,100.55
124.46,125.54,126.61,127.69,128.79,129.9,130.96,132.1,133.13,134.3,135.29,136.4,137.58,138.69,139.79,140.91,142.07,143.13,144.23,145.35,146.45,147.55,148.74,149.77,150.88
175.13,176.24,177.33,178.44,179.55,180.72,181.78,182.9,184,185.22,186.24,187.38,188.5,189.58,190.69,191.81,192.95,194.04,195.15,196.23,197.4,198.49,199.55,200.61,201.77
226.01,227.13,228.23,229.35,230.48,231.69,232.71,233.81,234.93,236.06,237.2,238.23,239.35,240.45,241.6,242.64,243.79,244.83,246,247.06,248.17,249.35,250.4,251.52,252.62
277.14,278.26,279.39,280.48,281.6,282.7,283.82,284.92,286.02,287.11,288.31,289.33,290.44,291.54,292.64,293.73,294.84,295.97,297.1,298.2,299.24,300.35,301.55,302.56,303.68
328.19,329.28,330.39,331.48,332.59,333.7,334.83,335.93,337.05,338.19,339.28,340.38,341.45,342.52,343.64,344.75,345.84,346.96,348.03,349.14,350.3,351.37,352.46,353.58,354.7
379.48,380.59,381.73,382.92,384,385.12,386.26,387.42,388.5,389.66,390.78,391.9,393.03,394.15,395.24,396.41,397.5,398.59,399.7,400.8,401.94,403.04,404.15,405.25,406.38
431.08,432.18,433.29,434.38,435.53,436.58,437.66,438.75,439.86,441.01,442.18,443.17,444.24,445.34,446.49,447.55,448.64,449.73,450.83,451.93,453.07,454.19,455.32,456.41,457.51
481.86,483,484.16,485.2,486.32,487.43,488.55,489.67,490.79,491.92,493.04,494.17,495.25,496.37,497.46,498.54,499.71,500.8,501.86,502.98,504.07,505.12,506.3,507.34,508.44
533,534.1,535.16,536.26,537.37,538.48,539.57,540.7,541.9,542.93,544.13,545.17,546.27,547.45,548.54,549.66,550.79,551.89,553.09,554.13,555.22,556.37,557.45,558.52,559.65
583.81,584.93,585.89,586.95,588.04,589.04,590.1,591.15,592.23,593.32,594.43,595.53,596.62,597.71,598.82,599.93,601.09,602.28,603.39,604.49,605.63,606.74,607.88,609.01,610.15
634.92,636.01,637.13,638.22,639.32,640.44,641.54,642.71,643.81,645,646.07,647.22,648.36,649.5,650.51,651.82,652.95,654.09,655.21,656.27,657.4,658.6,659.61,660.73,661.86
686.56,687.78,688.82,689.96,691.06,692.17,693.33,694.5,695.65,696.79,697.95,699.08,700.21,701.32,702.41,703.54,704.68,705.74,706.86,708,709.11,710.25,711.39,712.49,713.62
738.57,739.6,740.69,741.74,742.71,743.79,744.88,745.97,747.08,748.24,749.34,750.48,751.61,752.73,753.84,754.98,756.11,757.16,758.25,759.37,760.49,761.61,762.77,763.85,764.97
789.53,790.65,791.74,792.85,793.99,795.16,796.17,797.32,798.42,799.52,800.57,801.68,802.81,803.95,805.05,806.15,807.28,808.4,809.55,810.66,811.78,812.89,814.03,815.14,816.26
840.88,841.99,843.14,844.27,845.37,846.48,847.6,848.76,849.84,850.96,852.06,853.15,854.19,855.27,856.4,857.49,858.64,859.7,860.83,861.93,862.98,864.06,865.19,866.25,867.37
892.08,893.26,894.48,895.53,896.65,897.72,898.78,899.87,901.07,902.11,903.22,904.33,905.45,906.58,907.73,908.82,909.95,911.04,912.13,913.19,914.33,915.43,916.61,917.67,918.81
943.32,944.38,945.46,946.54,947.6,948.76,949.85,950.96,952.06,953.21,954.33,955.48,956.64,957.81,958.88,960.02,961.18,962.32,963.52,964.61,965.81,966.88,967.99,969.11,970.23
994.76,995.93,997.05,998.2,999.27,1000.4,1001.5,1002.6,1003.7,1004.9,1005.9,1007.1,1008.2,1009.3,1010.5,1011.7,1012.8,1013.9,1015,1016.1,1017.2,1018.4,1019.6,1020.6,1021.7
1046.4,1047.6,1048.6,1049.8,1050.8,1051.9,1053,1054.1,1055.2,1056.4,1057.5,1058.6,1059.7,1060.8,1061.9,1063,1064.1,1065.2,1066.4,1067.5,1068.6,1069.7,1070.8,1071.9,1073
1097.5,1098.6,1099.7,1100.8,1101.9,1103,1104.1,1105.2,1106.3,1107.5,1108.6,1109.7,1110.9,1112,1113.1,1114.3,1115.4,1116.5,1117.7,1118.8,1120,1121.1,1122.2,1123.4,1124.5
1149.7,1150.8,1151.9,1153,1154.1,1155.1,1156.3,1157.4,1158.5,1159.5,1160.7,1161.8,1162.9,1164,1165.2,1166.3,1167.3,1168.4,1169.5,1170.6,1171.7,1172.9,1174,1175.1,1176.3
1201.1,1202.2,1203.2,1204.3,1205.3,1206.4,1207.4,1208.5,1209.7,1210.8,1211.9,1213.1,1214.2,1215.3,1216.4,1217.5,1218.6,1219.7,1220.8,1221.9,1223,1224.1,1225.3,1226.4,1227.5
