date,startTime,endTime,pertSize,reactionTime,reactionStride,initialResponse,Lclicks,Rclicks,lastSpeedDiff
736593.780185185,23.4519951045513,48.69599416852,250,7.0129926722002,7,1,21,5,142
736593.780185185,73.0199921876192,98.699001967907,-100,13.2519923257787,13,-1,15,0,-198
736593.780185185,123.668993264437,149.139001965523,-25,7.61299763595161,8,-1,21,0,-169
736593.780185185,174.148995056748,199.783999845386,50,5.13000142967212,5,-1,32,3,-150
736593.780185185,224.679992347956,250.105996057391,-300,0.629997184034437,1,1,3,59,102
736593.780185185,274.885996431112,300.434992834926,-125,7.07300171995303,7,1,3,40,137
736593.780185185,325.308997929096,350.595000386238,75,6.50599764322396,7,-1,61,0,-359
736593.780185185,375.334998965263,400.78500173986,10,10.3650000774796,10,-1,5,0,-26
736593.780185185,425.654993578792,451.353999227285,-150,3.68899992227671,4,-1,52,0,-516
736593.780185185,475.9759940207,501.955997943878,-75,9.11599768303859,9,-1,15,6,-139
736593.780185185,526.942997798324,552.610993757844,200,1.91200131343794,2,-1,37,0,-54
736593.780185185,577.532996982336,603.213998302817,125,6.18000188993756,6,-1,38,0,-147
736593.780185185,628.010001406074,654.276998341084,25,7.65000014542602,7,-1,17,0,-101
736593.780185185,679.419992119074,705.451001599431,0,9.62000049625931,9,-1,12,1,-84
736593.780185185,730.68699426949,756.110996380448,300,2.17300019109098,3,-1,67,4,-152
736593.780185185,781.026994809508,806.376998126507,-10,9.04299967789848,9,-1,23,0,-172
736593.780185185,831.211001425982,857.10799433291,-50,9.77899686538149,9,-1,20,3,-176
736593.780185185,882.158995047212,908.09999294579,100,6.37899887001549,6,-1,7,0,52
736593.780185185,933.106998726726,958.233999833465,350,3.71000093841576,4,-1,60,0,-80
736593.780185185,982.819000259042,1008.8819950819,0,5.8719961700408,6,-1,24,0,-156
736593.780185185,1034.05199535191,1059.9509999156,-200,3.75499409544864,4,1,0,31,4
736593.780185185,1084.79099795222,1110.42699851096,150,5.30499834680813,5,-1,30,0,-62
736593.780185185,1135.31100153923,1160.86900010705,-250,2.49699484050507,3,1,1,29,-52
736593.780185185,1186.11999973655,1211.83699965477,-350,5.47099621867528,6,1,0,39,-80
