date,startTime,endTime,pertSize,reactionTime,reactionStride,initialResponse,Lclicks,Rclicks,lastSpeedDiff
737119.672395833,21.7459995299578,46.1009971797466,250,1.1400054165133,2,-1,22,0,90
737119.672395833,69.205005839467,93.5820009559393,-100,1.78999814212148,2,1,0,14,2
737119.672395833,116.649005189538,142.352999746799,-25,2.96600620639219,3,1,0,9,39
737119.672395833,165.719006583095,190.348001942039,50,0.854005169632728,1,-1,9,2,0
737119.672395833,213.523001968861,237.380999699235,-300,1.44200199830811,2,1,0,29,-102
737119.672395833,260.508001595736,284.691998362541,-125,2.51299762654526,3,1,0,13,-33
737119.672395833,307.619001343846,332.028001919389,75,1.29299795698898,2,-1,11,0,-7
737119.672395833,355.234997346997,379.950001090765,10,7.93699915647449,8,1,3,2,-2
737119.672395833,403.276006132364,427.391003072262,-150,0.750997834446025,1,1,0,21,-2
737119.672395833,450.537005066872,475.022006034851,-75,1.86599776196817,2,1,0,16,43
737119.672395833,497.903002426028,521.601003035903,200,1.84399765443959,3,-1,19,0,60
737119.672395833,544.576999917626,568.370001018047,125,2.20100387144339,3,-1,15,0,27
737119.672395833,591.39700345695,615.846005827188,25,6.41300427902024,7,-1,4,0,-3
737119.672395833,638.786004111171,662.800005823374,0,7.47599877059838,8,-1,3,3,0
737119.672395833,685.374003276229,709.283006563783,300,1.11500426924613,2,-1,22,0,144
737119.672395833,732.276997715235,756.653007119894,-10,7.38899827802379,8,-1,11,0,-86
737119.672395833,779.89300377667,804.010002315044,-50,8.50600270104769,9,1,0,8,4
737119.672395833,827.007000893354,851.081000268459,100,0.545998943089216,1,-1,16,0,-8
737119.672395833,873.868997767568,898.123000189662,350,1.02799883556145,2,-1,39,0,84
737119.672395833,921.447999402881,945.765006914735,0,4.90800356554973,5,1,0,10,70
737119.672395833,968.888005614281,992.969005554914,-200,0.614999261022604,1,1,0,19,-62
737119.672395833,1015.99400639534,1040.44000133872,150,0.254002407906228,1,-1,21,0,0
737119.672395833,1063.42299878597,1087.79899813235,-250,0.251999028449063,1,1,0,36,-4
737119.672395833,1110.93300059438,1135.36700606346,-350,1.15000441503798,2,1,0,38,-98
