date,startTime,endTime,pertSize,reactionTime,reactionStride,initialResponse,Lclicks,Rclicks,lastSpeedDiff
737119.658055556,20.8959940820932,44.0919958055019,-250,0.644991589426354,1,1,0,19,-118
737119.658055556,66.4309915155172,90.1109978556633,100,0.652999646663375,1,-1,14,0,2
737119.658055556,112.937991321087,137.178998440504,25,8.81299924206542,9,-1,5,0,-9
737119.658055556,160.12199409306,184.555999562144,-50,5.02999518001161,5,1,1,4,-30
737119.658055556,207.786994054914,230.939996615052,300,1.57599054121965,3,-1,41,0,20
737119.658055556,254.038996249437,278.296991810203,125,0.700992452620994,1,-1,17,0,13
737119.658055556,301.622996851802,325.872996076941,-75,1.54199633884127,2,1,0,10,-7
737119.658055556,348.952995613217,373.575996235013,-10,9.19299543809757,9,1,3,4,-4
737119.658055556,396.889991685748,421.743990853429,150,0.153998298999795,1,-1,25,2,-18
737119.658055556,445.087990164757,469.88599486649,75,0.0669926230912097,1,-1,9,0,19
737119.658055556,493.149990588427,516.7769998312,-200,3.1669921189532,4,1,2,29,-18
737119.658055556,539.940996095538,564.269993081689,-125,3.07599027419201,4,-1,5,14,-63
737119.658055556,587.742999941111,612.322991341352,-25,5.5139955865161,6,1,0,6,19
737119.658055556,635.61199195683,660.356999561191,0,6.23699715876137,6,1,0,3,22
737119.658055556,683.899991959333,707.984995096922,-300,0.578997066615557,1,1,0,45,20
737119.658055556,731.225997582078,755.649995058775,10,4.15699575447798,5,-1,5,0,-24
737119.658055556,778.977991640568,803.797993808985,50,6.48599971640215,7,-1,6,0,10
737119.658055556,827.222992479801,851.707993447781,-100,3.40899631869979,4,1,0,6,-62
737119.658055556,874.962997063994,899.379993975163,-350,0.357991501208744,1,1,0,36,-98
737119.658055556,922.956993430853,948.037998005748,0,6.68699619198014,7,-1,5,3,-10
737119.658055556,971.403994783759,995.415994897485,200,0.671998783109302,1,-1,19,0,70
737119.658055556,1018.89799386263,1043.61499920487,-150,1.06599089693918,2,1,0,14,-48
737119.658055556,1066.87699332833,1091.32699146867,250,0.620996000405285,1,-1,23,0,90
737119.658055556,1114.4009962678,1138.05899508297,350,2.29799648225162,3,-1,34,0,120
