date,startTime,endTime,pertSize,reactionTime,reactionStride,initialResponse,Lclicks,Rclicks,lastSpeedDiff,changeSize,eLclicks,eRclicks
737264.784965278,29.2120020836592,36.5140043199062,100,1.19300506758736,2,-1,7,0,52,100,6,0
737264.784965278,66.0980019718409,73.1790035963058,-200,0.497001891257241,1,1,0,32,22,-200,0,20
737264.784965278,102.844996377826,110.139002278447,0,NaN,NaN,NaN,0,0,0,0,0,0
737264.784965278,139.870001748204,147.1670050174,100,0.604997460832237,1,-1,17,0,-10,100,10,0
737264.784965278,177.291001752019,184.660002216697,0,4.34399770855089,4,1,0,3,20,0,0,1
737264.784965278,214.597005397081,221.921005100012,200,1.93900534593558,2,-1,22,0,46,200,13,0
737264.784965278,251.931997016072,259.354004636407,-100,0.869998332142131,1,1,1,16,6,-100,0,14
737264.784965278,289.093996211886,296.416004374623,200,0.491997164252098,1,-1,24,0,40,200,18,0
737264.784965278,326.240998506546,333.60700160265,0,3.02099821924639,3,-1,4,0,-30,0,3,0
737264.784965278,363.913002982736,371.242001652718,-100,1.83500027703121,2,1,0,6,-62,-100,0,6
737264.784965278,401.035000383854,408.434004709125,0,3.2069978806976,3,1,0,2,12,0,0,1
737264.784965278,438.460003584623,445.761995762587,-200,0.481005004403414,1,1,0,14,-100,-200,0,13
