NaN,0.66199,0.011996,0.12599,0.043996,0.030998,0.40499,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.991,0.551,0.43199,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,0.357,0.033001
NaN,NaN,NaN,NaN,0.832,0.97899,0.22799,NaN
NaN,NaN,NaN,NaN,NaN,NaN,0.25699,0.359
NaN,NaN,NaN,NaN,0.233,0.369,0.143,0.076992
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.303,0.309,0.033994,0.045994,0.15299
NaN,NaN,NaN,NaN,0.994,0.375,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.281,0.106,0.181,0.048997,0.116
NaN,NaN,NaN,NaN,0.116,0.127,0.137,0.050999
NaN,0.92999,0.089993,0.137,0.44199,NaN,0.651,NaN
NaN,NaN,0.154,NaN,0.69599,0.111,0.095001,NaN
NaN,NaN,NaN,0.51399,0.252,0.915,0.23699,0.422
NaN,0.67,0.086995,0.304,0.225,0.31899,0.023,0.055994
NaN,NaN,0.475,0.385,0.14,0.261,NaN,NaN
NaN,0.911,NaN,NaN,NaN,NaN,NaN,NaN
