200,186,142,110,82,58,44,44
200,200,200,200,200,200,200,200
400,400,400,392,386,380,380,380
200,200,200,200,200,200,192,184
400,400,400,400,406,398,382,382
200,200,200,200,200,200,208,200
400,400,400,400,414,428,440,446
200,200,200,200,200,200,200,200
400,400,400,384,364,350,306,284
200,200,200,200,208,224,224,224
400,400,400,400,400,400,400,400
200,200,200,174,134,106,92,86
400,400,400,400,374,362,328,300
200,192,164,140,112,112,124,124
400,400,392,392,384,364,328,328
200,200,200,206,212,206,200,206
400,386,372,360,346,302,246,228
200,200,214,236,262,278,278,278
200,206,206,206,206,206,206,206
