date,startTime,endTime,pertSize,reactionTime,reactionStride,initialResponse,Lclicks,Rclicks,lastSpeedDiff,changeSize,eLclicks,eRclicks
737264.778888889,28.9750088006258,36.3420076668262,100,1.95000085521315,2,-1,4,0,70,100,2,0
737264.778888889,65.8840019255877,72.9150038212538,-200,1.52400291300728,2,1,0,13,-108,-200,0,9
737264.778888889,102.983006089926,110.290007293224,0,NaN,NaN,NaN,0,0,0,0,0,0
737264.778888889,140.183005481958,147.819003090262,100,3.56900061297347,4,-1,4,0,68,100,2,0
737264.778888889,177.796008065343,185.144006833434,0,3.7310077437287,4,-1,4,0,-30,0,2,0
737264.778888889,215.057000890374,222.500000149012,200,1.57500160658674,2,-1,12,0,116,200,8,0
737264.778888889,252.36200876534,259.67400893569,-100,1.8280012642208,2,1,0,5,-68,-100,0,3
737264.778888889,289.402000978589,296.756004542112,200,1.51600563038664,2,-1,17,0,80,200,8,0
737264.778888889,326.896004006267,334.294002503157,0,5.2770021387405,5,1,2,2,0,0,0,0
737264.778888889,364.249010011554,371.545007452369,-100,1.10000404513266,1,1,0,13,-8,-100,0,11
737264.778888889,401.333007216454,408.836004137993,0,5.8750047259382,6,-1,3,0,-20,0,0,0
737264.778888889,438.855002447963,446.05100043118,-200,0.580007555254269,1,1,0,29,4,-200,0,15
