date,startTime,endTime,pertSize,reactionTime,reactionStride,initialResponse,Lclicks,Rclicks,lastSpeedDiff,changeSize,eLclicks,eRclicks
737264.801875,17.9989971220493,25.3999929875135,200,0.661993129004259,1,-1,22,0,44,200,17,0
737264.801875,68.8349917531013,76.2819942086935,200,NaN,NaN,NaN,0,0,200,-300,0,0
737264.801875,102.432999014854,109.775998815894,400,3.21499867569946,3,-1,3,0,380,-100,2,0
737264.801875,135.60099452734,142.891993001103,200,5.97499732278811,6,-1,2,0,184,-300,0,0
737264.801875,169.138994067907,176.547000557184,400,4.14099956904829,4,1,3,1,382,-100,0,1
737264.801875,202.654000371695,210.201998054981,200,6.08199313198566,6,1,1,1,200,-300,0,0
737264.801875,236.31499260664,243.81899535656,400,3.66099668800598,4,1,0,7,446,-100,0,2
737264.801875,304.216998070478,311.621001362801,200,NaN,NaN,NaN,0,0,200,-300,0,0
737264.801875,377.808994799852,385.049993544817,400,2.51099929046177,3,-1,16,0,284,-100,5,0
737264.801875,451.520996913314,458.940992876887,200,4.44599975430174,4,1,0,3,224,-300,0,1
737264.801875,525.515998899937,533.218994736671,400,NaN,NaN,NaN,0,0,400,-100,0,0
737264.801875,599.778993800282,606.995993480086,200,2.5619996181631,3,-1,17,0,86,-300,11,0
737264.801875,672.858993709087,680.14599904418,400,3.50599963699642,4,-1,15,0,300,-100,4,0
737264.801875,747.089993208647,754.553994163871,200,0.92999218760815,1,-1,12,2,124,-300,12,0
737264.801875,821.879991889,829.295994713902,400,1.32199659264006,2,-1,10,0,328,-100,2,0
737264.801875,895.968998596072,903.424993157387,200,2.79799186860328,3,1,2,3,206,-300,0,2
737264.801875,969.909997656941,977.298993989825,400,0.670000057813013,1,-1,25,0,228,-100,9,0
737264.801875,1043.7329929322,1051.24099887908,200,1.67099573742598,2,1,0,11,278,-300,0,9
737264.801875,1095.66799588501,1103.20099666715,200,0.910998995779664,1,1,0,1,206,200,0,1
