-250,-242,-220,-186,-144,-144,-128,-128,-128,-128,-122,-116,-116,-116,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
100,94,60,52,34,28,28,28,12,12,12,12,12,12,12,12,12,12,12,12,4,4,4,4,4
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
-50,-50,-50,-50,-50,-32,-32,-24,-18,-18,-18,-2,4,4,4,4,4,4,4,4,4,4,4,4,4
300,300,272,242,204,176,176,138,112,112,74,66,66,54,10,2,2,2,2,2,2,2,2,8,8
125,119,85,49,43,27,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13
-75,-61,-23,13,25,25,25,31,49,49,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37
-10,-10,-10,-10,-10,24,24,24,18,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
150,142,104,62,48,18,-6,-6,-6,-6,-12,-12,-12,-12,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18
75,75,53,19,-3,-3,-17,-17,-17,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31
-200,-178,-140,-96,-58,-58,-36,-12,-12,-6,-6,-6,-6,-6,-6,-6,-6,2,2,2,2,2,2,2,2
-125,-125,-125,-89,-69,-69,-53,-53,-45,-39,-39,-27,-27,-19,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11
-25,-25,-25,-25,-25,-25,-9,-9,-9,-17,-17,-17,-17,-17,-17,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23
0,0,0,0,0,-14,-36,-36,-36,-28,-28,-22,-22,-22,-22,-22,-22,-14,-14,-14,-14,-14,-14,-14,-14
-300,-286,-260,-224,-188,-158,-144,-144,-112,-72,-64,-48,-40,-26,-26,-20,-20,-14,-14,-14,-14,-8,-8,-8,-8
10,10,10,10,10,10,10,10,16,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
50,50,50,38,10,10,10,10,26,26,26,18,18,18,18,18,18,18,18,18,18,18,18,18,18
-100,-100,-70,-58,-38,-32,-10,-10,-10,-10,-10,-10,-10,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18
-350,-334,-290,-256,-210,-166,-146,-146,-132,-110,-94,-86,-86,-86,-86,-74,-74,-74,-74,-66,-66,-60,-60,-60,-60
0,0,0,-6,-40,-40,-40,-40,-40,-32,-24,-24,-24,-24,-24,-24,-18,-18,-18,-18,-18,-18,-18,-18,-18
200,200,158,116,108,66,66,36,20,20,0,0,0,0,0,0,-8,-8,-8,-8,-8,0,0,0,0
-150,-150,-122,-84,-54,-54,-40,-34,-34,-34,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42
250,242,212,180,144,132,118,98,80,80,68,56,14,14,14,14,14,14,20,20,20,20,20,20,20
350,336,304,252,218,182,182,144,102,96,70,70,70,70,70,76,76,68,68,68,68,68,68,68,68
