date,startTime,endTime,pertSize,reactionTime,reactionStride,initialResponse,Lclicks,Rclicks,lastSpeedDiff,changeSize,eLclicks,eRclicks
736609.783854167,23.4650004655123,48.8759972155094,-250,0.955994279735023,1,1,0,30,-44,-250,0,9
736609.783854167,73.1209974735975,98.7969998270273,100,2.44799264454923,3,-1,17,0,-22,100,11,0
736609.783854167,122.978994995356,148.476995900273,25,4.40100130450446,5,-1,13,7,-15,25,0,0
736609.783854167,172.786992788315,198.905992135406,-50,5.26599721657112,5,1,3,7,-24,-50,0,0
736609.783854167,223.505999520421,249.842992052436,300,1.66099433325871,2,-1,47,0,-30,150,11,0
736609.783854167,274.351992085576,300.395001098514,125,1.62999149762618,2,-1,17,0,3,62,11,0
736609.783854167,325.333992764354,351.444995775819,-75,7.45899898241623,7,-1,10,16,-33,-75,0,0
736609.783854167,375.854992121458,401.979996263981,-10,6.43899360715295,6,1,4,5,0,-10,0,0
736609.783854167,426.602996885777,452.290998771787,150,0.334998086211272,1,-1,23,1,-2,150,10,0
736609.783854167,476.624994724989,502.630999311805,75,2.4819969534874,3,-1,14,2,-9,37,7,0
736609.783854167,526.953991502523,552.919994294643,-200,0.177992951023043,1,1,1,26,-28,-100,0,11
736609.783854167,577.368996664882,603.987993299961,-125,2.82899962639203,3,1,0,10,-53,-125,0,6
736609.783854167,629.05999571085,656.206991896033,-25,5.54999578236311,5,1,0,2,-11,-25,0,0
736609.783854167,681.730993464589,708.576995506883,0,3.54799695729162,4,-1,6,2,-30,0,5,0
736609.783854167,733.631999418139,760.345000773668,-300,0.670997589098988,1,1,0,33,-72,-300,0,12
736609.783854167,785.936000570655,813.613993674517,10,4.15099394762365,4,-1,4,0,-18,10,2,0
736609.783854167,838.887000828981,866.33899435401,50,1.94799871194118,2,-1,10,1,-8,50,7,0
736609.783854167,891.824995726347,919.379996135831,-100,2.67699790297775,3,1,0,11,-22,-100,0,3
736609.783854167,944.932995736599,972.401997819543,-350,0.82799788939883,1,1,1,38,-82,-175,0,15
736609.783854167,998.192000761628,1025.82399733365,0,4.85399194025376,5,-1,5,0,-34,0,0,0
736609.783854167,1051.20099708438,1078.612998873,200,2.59200093446998,3,-1,22,0,44,100,5,0
736609.783854167,1103.88599596918,1130.56099712849,-150,2.56599915563129,3,1,1,11,-82,-150,0,6
736609.783854167,1155.63599690795,1183.11299532652,250,1.24299962066289,2,-1,35,0,2,125,10,0
736609.783854167,1208.82799364626,1235.98599359393,350,1.78299544166657,2,-1,42,0,40,350,10,0
