date,startTime,endTime,pertSize,reactionTime,reactionStride,initialResponse,Lclicks,Rclicks,lastSpeedDiff,changeSize,eLclicks,eRclicks
736609.820856481,23.8030090928078,49.3200000375509,-250,0.21000011372962,1,1,0,20,-110,-250,0,15
736609.820856481,73.3880046755075,98.3790077269077,100,1.03400048064941,1,-1,14,0,4,50,11,0
736609.820856481,121.91800698638,146.499004215002,25,NaN,NaN,NaN,0,0,25,25,0,0
736609.820856481,170.224001258612,195.368000864983,-50,4.4240066329221,5,1,0,8,4,-50,0,0
736609.820856481,218.986007943749,244.704003632069,300,1.26600389325176,2,-1,41,1,8,150,14,0
736609.820856481,268.597004190087,294.595002382994,125,1.06500545430754,1,-1,20,0,-13,125,12,0
736609.820856481,319.017008319497,345.525001734495,-75,0.720004620787222,1,1,2,18,37,-75,0,14
736609.820856481,369.905004277825,395.575001835823,-10,4.36400193095324,4,1,2,5,12,-10,0,1
736609.820856481,419.954008609056,445.647009462118,150,1.01500008619041,1,-1,23,0,-18,150,14,0
736609.820856481,469.482999667525,495.050000399351,75,1.63100067805499,2,-1,15,0,-31,75,11,0
736609.820856481,519.152002036572,544.412999600172,-200,0.669008667347953,1,1,0,27,2,-200,0,19
736609.820856481,568.096003308892,593.449999764562,-125,2.28300662219408,3,1,0,16,-11,-125,0,8
736609.820856481,617.258007824421,642.769999802113,-25,5.66500425469712,6,1,2,2,-23,-13,0,0
736609.820856481,666.429004445672,692.211000993848,0,5.02300073718652,5,-1,5,3,-14,0,0,0
736609.820856481,716.218002140522,742.368001118302,-300,0.705001540656667,1,1,0,42,-8,-300,0,16
736609.820856481,766.897007077932,792.669005692005,10,8.67200791824143,8,1,0,2,22,5,0,0
736609.820856481,816.527003422379,842.185001447797,50,2.82400741684251,3,-1,7,2,18,50,6,0
736609.820856481,866.445008665323,892.343007400632,-100,1.09700533031719,1,1,1,13,-18,-50,0,9
736609.820856481,916.390000283718,942.934002354741,-350,0.618005587224616,1,1,0,40,-60,-350,0,19
736609.820856481,967.64200553298,994.004002958536,0,3.16200809644943,3,-1,6,3,-18,0,6,0
736609.820856481,1018.52400675416,1044.44200135767,200,1.09100285363093,1,-1,29,1,0,200,13,0
736609.820856481,1068.83200183511,1094.29200254381,-150,1.17500049102819,2,1,1,16,-42,-75,0,13
736609.820856481,1118.41100268066,1144.67000328004,250,0.934009086486185,1,-1,37,1,20,125,17,0
736609.820856481,1169.43899989128,1196.02500535548,350,0.896001870991313,1,-1,41,1,68,350,20,0
