NaN,0.55,0.22,0.123,0.113,0.358,0.12401,0.37
NaN,0.38901,0.0020054,0.072,0.023007,0.087006,0.0020007,0.598
NaN,NaN,NaN,0.18101,0.114,0.138,0.856,NaN
NaN,0.421,0.202,0.279,0.516,0.17301,0.575,0.047002
NaN,NaN,0.18701,0.24601,0.68,NaN,NaN,NaN
NaN,0.46401,0.072007,0.013,0.25001,0.059001,1.016,0.048004
NaN,0.51301,0.13,0.082004,0.136,NaN,0.825,NaN
NaN,0.472,0.141,0.125,0.68601,0.124,1.097,NaN
NaN,NaN,0.359,0.489,NaN,NaN,NaN,NaN
NaN,0.53,0.041009,NaN,NaN,NaN,NaN,NaN
NaN,NaN,0.284,0.16001,0.554,0.808,NaN,0.331
NaN,0.45701,0.070006,0.197,NaN,0.796,0.074999,NaN
