date,startTime,endTime,pertSize,reactionTime,reactionStride,initialResponse,Lclicks,Rclicks,lastSpeedDiff,changeSize,eLclicks,eRclicks
737260.685543981,31.7289970815182,39.7429950535297,100,0.47499953424267,1,-1,16,0,-16,100,11,0
737260.685543981,72.7649945765734,80.6650020182133,-200,0.399000866767892,1,1,0,24,-40,-200,0,17
737260.685543981,113.618997484446,121.746000275016,0,1.64599539613118,2,1,2,1,-4,0,2,1
737260.685543981,154.767999798059,162.840999662876,100,0.527999348159938,1,-1,13,0,6,100,13,0
737260.685543981,196.312000975013,204.466995969415,0,0.935998921035207,1,-1,2,1,-10,0,1,0
737260.685543981,237.587999179959,245.601001381874,200,0.465003698584042,1,-1,28,0,0,200,21,0
737260.685543981,278.861000016332,287.238997220993,-100,0.539999099011766,1,1,0,11,-20,-100,0,11
737260.685543981,321.192997321486,329.120001196861,200,0.610997829549888,1,-1,20,0,62,200,11,0
737260.685543981,362.646996974945,370.78899666667,0,NaN,NaN,NaN,0,0,0,0,0,0
737260.685543981,404.05500009656,412.322004139423,-100,0.528003876563162,1,1,0,7,-54,-100,0,7
737260.685543981,445.701998099685,453.993996977806,0,4.21600239479449,4,1,0,1,8,0,0,1
737260.685543981,487.146995589137,495.395995303988,-200,0.402995018004731,1,1,1,14,-106,-200,0,13
