19.504,20.777,21.938,23.144,24.362,25.554,26.756,27.983
74.056,75.311,76.636,77.982,79.255,80.542,81.786,83.072
113.4,114.76,116.07,117.35,118.62,119.89,121.13,122.39
152.94,154.35,155.7,157.03,158.31,159.64,160.91,162.18
192.56,193.85,195.1,196.39,197.64,198.93,200.15,201.41
232.92,234.3,235.73,237.1,238.46,239.77,241.08,242.43
273.13,274.37,275.66,276.91,278.16,279.38,280.65,281.91
353.5,354.9,356.27,357.61,358.95,360.29,361.61,362.96
440.83,442.11,443.41,444.78,446.01,447.29,448.58,449.89
530.79,532.14,533.43,534.69,536.03,537.37,538.64,539.92
627.06,628.51,629.91,631.31,632.68,634.02,635.36,636.74
721.03,722.4,723.72,724.97,726.22,727.45,728.7,729.94
814.48,815.65,816.86,818.2,819.54,820.87,822.16,823.41
906.6,908.06,909.33,910.64,911.94,913.28,914.58,915.82
1001,1002.5,1003.7,1005,1006.3,1007.6,1008.9,1010.1
1095.5,1096.9,1098.2,1099.5,1100.8,1102.1,1103.4,1104.6
1190.6,1192.2,1193.6,1194.9,1196.3,1197.6,1198.9,1200.3
1284.9,1286.2,1287.6,1288.8,1290.1,1291.3,1292.5,1293.8
1346.3,1347.7,1349.1,1350.3,1351.6,1353,1354.2,1355.6
