NaN,0.56601,0.011008,0.13001,0.16501,0.113,0.087,0.033002
NaN,NaN,NaN,0.695,NaN,0.356,0.427,0.361
NaN,NaN,0.516,0.283,1.045,0.12001,0.50701,0.0020024
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,0.70201,0.13,0.049008,0.15201,0.201,0.272
NaN,NaN,NaN,NaN,NaN,0.396,NaN,NaN
NaN,1.149,0.174,0.14,0.431,0.136,0.732,NaN
NaN,NaN,NaN,0.057005,NaN,NaN,NaN,NaN
NaN,1.027,0.13901,NaN,NaN,NaN,NaN,0.178
NaN,1.084,0.088006,0.060004,NaN,1.03,NaN,NaN
NaN,NaN,NaN,NaN,0.061009,0.044,0.0020002,NaN
NaN,NaN,0.582,0.201,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.516,0.021007,0.96,0.13501,0.057002
NaN,0.777,0.263,NaN,NaN,NaN,NaN,NaN
NaN,NaN,0.759,NaN,0.314,0.20901,0.094,0.035001
NaN,1.231,0.099006,NaN,NaN,NaN,NaN,NaN
NaN,NaN,0.474,0.17101,0.17201,0.36901,NaN,0.482
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
