NaN,NaN,0.29,NaN,0.815,0.202,NaN,NaN
NaN,NaN,NaN,NaN,1.127,0.68401,NaN,NaN
NaN,0.778,0.38401,NaN,0.35,1.179,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.181,1.018,NaN,1.139,NaN
NaN,1.217,0.38301,0.002004,0.981,0.137,0.656,NaN
NaN,1.017,0.077002,NaN,NaN,NaN,NaN,NaN
NaN,0.96601,0.034999,0.085001,0.152,0.854,0.197,0.20401
NaN,0.512,0.174,0.06,NaN,NaN,NaN,0.048002
NaN,NaN,NaN,0.0019999,NaN,0.99201,NaN,NaN
NaN,0.83101,0.021003,0.67001,0.058999,NaN,0.042005,0.033001
NaN,0.748,0.191,NaN,0.057004,NaN,1.069,NaN
NaN,NaN,1.186,0.369,NaN,NaN,0.485,NaN
