62.807,63.983,65.156,66.294,67.431,68.596,69.752,70.923
154.17,155.26,156.44,157.59,158.75,159.87,161.02,162.26
246.02,247.26,248.45,249.62,250.88,252.06,252.71,254.52
337.86,339.05,340.29,341.53,342.73,343.95,345.16,346.36
