date,startTime,endTime,pertSize,reactionTime,reactionStride,initialResponse,Lclicks,Rclicks,lastSpeedDiff,changeSize,eLclicks,eRclicks
737260.714652778,28.2770041376352,36.6540055721998,100,1.49900446140964,2,-1,4,0,74,100,3,0
737260.714652778,69.2260075360537,77.8300043195486,0,5.1380044162288,4,-1,2,0,-14,0,1,0
737260.714652778,110.125001147389,118.563006073236,100,0.777999341487885,1,-1,7,1,58,100,7,0
737260.714652778,150.327005982399,158.914004266262,200,NaN,NaN,NaN,0,0,200,200,0,0
737260.714652778,189.069000631571,197.374004870653,0,2.72200356996473,3,-1,1,2,10,0,1,1
737260.714652778,230.653999373317,239.152997732162,100,1.21700142240297,1,-1,9,0,36,100,6,0
737260.714652778,310.81400513649,319.466000050306,0,1.01700244200038,1,1,0,3,22,0,0,3
737260.714652778,389.304003864527,397.684998437762,100,0.966005671143648,1,-1,18,2,-12,100,14,0
737260.714652778,467.275005206466,475.778006762266,-100,0.512002027033304,1,1,1,16,10,-100,0,16
737260.714652778,545.629005879164,554.2690012604,0,2.73599989032664,3,-1,2,1,-6,0,2,0
737260.714652778,623.908001929522,632.230004668236,100,0.831007279281039,1,-1,17,2,-2,100,14,0
737260.714652778,701.814006641507,710.226000845432,-100,0.748000975014293,1,1,1,10,-30,-100,0,10
737260.714652778,781.117006391287,789.538998529315,0,2.44600419366179,2,-1,3,0,-20,0,2,0
