date,startTime,endTime,pertSize,reactionTime,reactionStride,initialResponse,Lclicks,Rclicks,lastSpeedDiff,changeSize,eLclicks,eRclicks
736607.830439815,24.1950005292892,50.1280020922422,-250,1.1740076450078,2,1,2,34,-30,-250,0,11
736607.830439815,75.0990092754364,101.217002794147,100,1.12100500559609,2,-1,14,3,20,50,10,0
736607.830439815,126.103007420897,152.224008366466,25,2.42300775658805,3,1,3,7,57,12,0,5
736607.830439815,177.165001630783,203.254007175565,-50,3.831000766746,4,-1,2,6,-24,-50,2,0
736607.830439815,228.095000982285,254.193008691072,300,1.00200138663058,1,-1,44,0,8,300,15,0
736607.830439815,279.383004829288,305.741009116173,125,2.11200302970246,2,1,16,5,47,62,0,5
736607.830439815,330.816008895636,357.171005755663,-75,1.22600305044034,2,1,0,10,-7,-75,0,7
736607.830439815,382.651002332568,409.141001477838,-10,3.62300621770555,4,1,0,1,-2,-5,0,1
736607.830439815,434.411001205444,460.679003968835,150,1.39200150608667,2,-1,28,0,-44,150,8,0
736607.830439815,485.731000453234,511.739006638527,75,1.48000067888643,2,1,14,6,15,75,0,3
736607.830439815,536.981004104018,563.701006025076,-200,1.22000352168106,2,1,5,38,26,-100,0,14
736607.830439815,588.874003663659,614.997006207705,-125,1.23400421236875,2,1,0,21,25,-125,0,9
736607.830439815,639.986007660627,665.987003222108,-25,10.2810019864992,10,1,0,3,-3,-25,0,0
736607.830439815,691.205001622438,717.527007311583,0,2.66200689792458,3,-1,4,0,-28,0,2,0
736607.830439815,742.614006623626,769.017001613975,-300,0.972008995770011,1,1,0,43,0,-300,0,16
736607.830439815,794.221008941531,820.426006615162,10,3.64400446497893,4,-1,4,0,-18,10,4,0
736607.830439815,845.754002407193,872.110005095601,50,1.16400153051654,1,-1,8,4,20,25,8,0
736607.830439815,897.312000766397,923.851999640465,-100,1.90200211750926,2,-1,7,11,-72,-100,3,0
736607.830439815,948.911006748676,975.667007267475,-350,1.01100508712989,1,1,3,41,-84,-350,0,16
736607.830439815,1000.84000490606,1026.97800435126,0,8.05300890265789,8,1,0,2,12,0,0,0
736607.830439815,1052.17200368643,1078.93900796771,200,2.29700390087964,2,-1,41,0,-80,200,10,0
736607.830439815,1104.2800091207,1130.9880014509,-150,1.14100071905705,1,1,0,15,-42,-150,0,10
736607.830439815,1156.1280079186,1182.31500126421,250,0.974006060831016,1,-1,36,0,-2,125,11,0
736607.830439815,1207.40600377321,1234.06000323594,350,0.854002359745209,1,-1,61,2,-72,350,18,0
