date,startTime,endTime,pertSize,reactionTime,reactionStride,initialResponse,Lclicks,Rclicks,lastSpeedDiff
736607.791041667,23.4980016946793,48.5270049422979,-250,0.262004101154162,1,1,0,36,2
736607.791041667,73.0659987777472,98.5080052167177,100,2.05000777506211,2,-1,25,5,-26
736607.791041667,123.319005221128,149.115002900362,25,3.34600397026225,4,-1,6,2,1
736607.791041667,174.125006049871,200.09700357914,-50,NaN,NaN,NaN,0,0,-50
736607.791041667,225.103003531694,251.124005019665,300,0.903006076929159,1,-1,45,0,-12
736607.791041667,276.074000447989,302.10000090301,125,2.55400410186849,3,-1,15,2,39
736607.791041667,327.015003561974,352.782998979092,-75,0.985005466689472,1,1,0,16,39
736607.791041667,377.911005914211,404.150000587106,-10,3.48400854706415,4,-1,3,2,-16
736607.791041667,429.383005946875,455.859999731183,150,1.55500073658186,2,-1,15,2,56
736607.791041667,481.08700029552,507.308000698686,75,1.06500155973481,1,-1,16,6,3
736607.791041667,532.682998850942,559.067999571562,-200,0.205006791467895,1,1,20,53,32
736607.791041667,584.389004856348,610.665999725461,-125,1.08200462018431,1,1,5,27,23
736607.791041667,635.57800501585,661.675006896257,-25,9.19500643920037,9,-1,4,4,-21
736607.791041667,686.951001361012,713.304006680846,0,2.18300098681357,3,1,7,11,38
736607.791041667,738.555006310344,765.057004988194,-300,0.172007193323225,1,1,0,57,98
736607.791041667,790.594001859426,817.1930026263,10,13.3520014551759,12,-1,8,8,12
736607.791041667,842.492000386119,868.822002410889,50,1.82100237773557,2,1,12,13,64
736607.791041667,894.191005825996,920.53499892354,-100,0.916999444001704,1,1,3,17,0
736607.791041667,945.807000249624,972.229005396366,-350,0.822999205469387,1,1,5,71,120
736607.791041667,997.639006376266,1024.08999949694,0,3.04100778554857,3,1,0,8,64
736607.791041667,1049.38500411808,1075.7510047406,200,0.810007771244273,1,-1,36,9,16
736607.791041667,1101.10600702465,1127.25700177252,-150,0.999005830526585,1,1,9,23,-50
736607.791041667,1152.53600366414,1178.7670020014,250,0.812998857494676,1,1,39,5,26
736607.791041667,1203.86000610888,1230.14400154352,350,1.68800741374434,2,-1,58,15,40
