24.439,25.574,26.723,27.732,28.813,29.912,31.012,32.074,33.174,34.262,35.365,36.495,37.631,38.683,39.793,40.893,42.002,43.093,44.322,45.441,46.422,47.512,48.583,49.662,50.752
75.263,76.363,77.478,78.588,79.724,80.811,82.011,82.998,84.257,85.241,86.351,87.432,88.552,89.652,90.864,91.953,93.032,94.091,95.231,96.392,97.452,98.532,99.647,100.75,101.86
126.24,127.36,128.49,129.66,130.73,131.89,132.98,134.07,135.15,136.27,137.41,138.55,139.7,140.79,141.89,143.02,144.12,145.23,146.38,147.5,148.62,149.72,150.84,151.96,153.15
177.91,179.05,180.17,181.32,182.42,183.52,184.64,185.79,186.89,188.01,189.12,190.23,191.33,192.47,193.57,194.69,195.81,196.96,198.11,199.21,200.36,201.46,202.6,203.7,204.84
229.5,230.71,231.77,232.96,234.04,235.16,236.33,237.42,238.55,239.65,240.79,241.9,242.99,244.12,245.22,246.35,247.43,248.52,249.64,250.76,251.86,252.98,254.11,255.23,256.32
281.12,282.29,283.4,284.54,285.67,286.81,287.96,289.06,290.18,291.28,292.39,293.5,294.62,295.71,296.83,298.02,299.1,300.28,301.33,302.47,303.6,304.72,305.85,307.03,308.12
332.95,334.08,335.25,336.34,337.45,338.59,339.71,340.82,341.96,343.11,344.28,345.31,346.48,347.56,348.66,349.79,350.89,352.04,353.17,354.32,355.45,356.56,357.67,358.79,359.9
384.6,385.72,386.86,388.02,389.12,390.2,391.31,392.4,393.57,394.66,395.74,396.87,397.99,399.1,400.23,401.39,402.48,403.64,404.76,405.91,407.01,408.11,409.31,410.35,411.46
436.16,437.32,438.46,439.59,440.71,441.91,443,444.18,445.27,446.39,447.49,448.63,449.81,450.88,451.99,453.12,454.21,455.35,456.49,457.62,458.74,459.92,460.98,462.09,463.2
488.09,489.2,490.35,491.48,492.63,493.74,494.85,495.95,497.1,498.22,499.35,500.51,501.6,502.71,503.89,504.99,506.07,507.2,508.38,509.49,510.6,511.71,512.86,513.98,515.02
539.92,541.14,542.2,543.25,544.38,545.49,546.62,547.73,548.84,549.97,551.05,552.17,553.29,554.41,555.55,556.63,557.76,558.86,560,561.11,562.26,563.43,564.56,565.66,566.75
591.67,592.82,593.89,595.03,596.19,597.34,598.45,599.66,600.68,601.84,602.99,604.09,605.18,606.38,607.51,608.65,609.75,610.82,612.04,613.16,614.2,615.38,616.54,617.61,618.69
643.42,644.55,645.69,646.87,647.96,649.07,650.21,651.35,652.48,653.59,654.76,655.87,656.99,658.11,659.24,660.45,661.51,662.68,663.77,664.93,666.03,667.14,668.28,669.44,670.53
695.36,696.49,697.52,698.71,699.81,700.88,702.02,703.18,704.29,705.39,706.49,707.62,708.69,709.85,710.95,712.05,713.24,714.33,715.47,716.67,717.74,718.87,720.06,721.13,722.26
747,748.17,749.27,750.47,751.55,752.72,753.93,755.04,756.11,757.24,758.35,759.47,760.59,761.74,762.88,764.04,765.12,766.26,767.38,768.53,769.64,770.77,771.96,773.06,774.21
798.89,800.02,801.18,802.32,803.55,804.57,805.75,806.83,807.94,809.04,810.15,811.36,812.41,813.55,814.64,815.7,816.89,817.96,819.08,820.18,821.29,822.41,823.52,824.63,825.75
850.53,851.68,852.79,853.94,855.06,856.18,857.38,858.45,859.66,860.73,861.86,863.05,864.13,865.24,866.34,867.46,868.6,869.72,870.85,871.98,873.1,874.29,875.38,876.48,877.69
902.59,903.7,904.82,905.98,907.1,908.19,909.31,910.41,911.54,912.67,913.82,914.93,916.08,917.22,918.34,919.45,920.55,921.69,922.8,923.95,925.05,926.17,927.37,928.48,929.61
955.11,956.2,957.38,958.46,959.59,960.8,961.87,963.03,964.17,965.29,966.48,967.66,968.72,969.87,971.02,972.15,973.28,974.43,975.54,976.71,977.83,978.95,980.1,981.3,982.38
1007.6,1008.7,1009.9,1011,1012.1,1013.3,1014.4,1015.6,1016.7,1017.8,1019,1020.1,1021.2,1022.4,1023.5,1024.6,1025.8,1026.8,1027.9,1029,1030.1,1031.3,1032.4,1033.5,1034.6
1059.7,1060.9,1062,1063.2,1064.3,1065.4,1066.5,1067.6,1068.8,1069.9,1071,1072.1,1073.2,1073.9,1075.5,1076.5,1077.7,1078.8,1079.9,1081,1082.1,1083.2,1084.4,1085.5,1086.6
1111.2,1112.4,1113.5,1114.6,1115.8,1116.9,1118.1,1119.1,1120.3,1121.5,1122.6,1123.7,1125,1126,1127.1,1128.3,1129.4,1130.6,1131.7,1132.9,1134,1135.2,1136.3,1137.4,1138.5
1163.4,1164.5,1165.6,1166.8,1167.9,1169,1170.1,1171.2,1172.3,1173.5,1174.5,1175.7,1176.8,1178,1179,1180.2,1181.3,1182.4,1183.5,1184.6,1185.7,1186.8,1188,1189.1,1190.2
1215.1,1216.2,1217.4,1218.6,1219.8,1220.8,1222,1223.1,1224.4,1225.4,1226.6,1227.8,1228.8,1229.9,1231,1232.2,1233.3,1234.4,1235.5,1236.6,1237.7,1238.8,1240,1241,1242.2
