19.37,20.473,21.6,22.709,23.817,24.939,26.058,27.098
67.91,68.984,70.111,71.204,72.262,73.333,74.438,75.507
100.23,101.27,102.36,103.41,104.56,105.64,106.74,107.83
132.58,133.74,134.86,136.02,137.1,138.22,139.35,140.48
165.55,166.64,167.73,168.8,169.93,171.02,172.09,173.18
197.79,198.89,200.04,201.09,202.18,203.32,204.48,205.56
230.27,231.33,232.45,233.55,234.73,235.81,236.92,237.95
296.13,297.33,298.53,299.72,300.84,302.06,303.21,304.4
368.73,369.87,370.99,372.14,373.25,374.39,375.5,376.61
441.26,442.48,443.76,444.99,446.12,447.33,448.55,449.74
515.06,516.23,517.28,518.4,519.47,520.58,521.72,522.79
588.19,589.39,590.52,591.62,592.78,593.92,595.06,596.22
661.38,662.46,663.56,664.68,665.88,666.95,668.09,669.19
733.52,734.64,735.77,736.9,737.97,739.07,740.21,741.32
806.7,807.92,809.08,810.19,811.35,812.48,813.6,814.77
880.27,881.42,882.58,883.77,884.86,885.98,887.12,888.21
953.03,954.18,955.34,956.51,957.63,958.77,959.93,961.03
1026.1,1027.2,1028.3,1029.5,1030.6,1031.7,1032.9,1034
1076.4,1077.5,1078.6,1079.8,1080.9,1082,1083.1,1084.3
