30.706,31.784,32.944,34.025,35.17,36.227,37.352,38.455
67.619,68.767,69.943,71.002,72.081,73.162,74.332,75.36
104.06,105.19,106.29,107.41,108.55,109.63,110.75,111.87
140.91,141.99,143.11,144.23,145.4,146.48,147.53,148.63
177.95,179.12,180.21,181.34,182.49,183.56,184.7,185.8
214.59,215.72,216.82,217.96,219.06,220.2,221.3,222.5
251.19,252.3,253.39,254.56,255.6,256.74,257.83,259.01
287.66,288.75,289.8,290.95,291.99,293.11,294.29,295.36
324.56,325.66,326.79,327.94,329.07,330.22,331.29,332.42
361.57,362.71,363.86,364.93,366.05,367.16,368.27,369.41
398.85,399.95,401.13,402.32,403.46,404.58,405.71,406.86
436.3,437.41,438.55,439.71,440.78,441.85,443.05,444.15
