date,startTime,endTime,pertSize,reactionTime,reactionStride,initialResponse,Lclicks,Rclicks,lastSpeedDiff,changeSize,eLclicks,eRclicks
737253.624976852,28.1009942293167,35.0729942321777,100,0.865996578337217,1,-1,11,0,26,100,9,0
737253.624976852,63.570998981595,70.3819960355759,-200,0.180997798684984,1,1,0,10,-128,-200,0,7
737253.624976852,98.7979955971241,105.847997590899,0,3.80999303650606,4,1,0,2,12,0,0,2
737253.624976852,134.534001722932,141.552994027734,100,1.08499885535275,2,-1,4,0,76,100,4,0
737253.624976852,170.33600024879,177.396995946765,0,NaN,NaN,NaN,0,0,0,0,0,0
737253.624976852,206.314994394779,213.449998944998,200,0.312998128531035,1,-1,17,0,86,200,11,0
737253.624976852,242.248997837305,249.244996905327,-100,1.92499665510695,2,1,0,10,-32,-100,0,6
737253.624976852,277.8570022434,284.896996244788,200,0.0289944472315256,1,-1,12,0,116,200,12,0
737253.624976852,313.821995258331,320.971000939608,0,3.47999469423667,4,1,0,2,16,0,0,1
737253.624976852,350.195998325944,357.28099308908,-100,0.761998020410829,1,1,0,8,-44,-100,0,7
737253.624976852,386.278995126486,393.604000657797,0,NaN,NaN,NaN,0,0,0,0,0,0
737253.624976852,423.326993733644,430.371996760368,-200,0.469001449229836,1,-1,12,9,-232,-200,12,0
