date,startTime,endTime,pertSize,reactionTime,reactionStride,initialResponse,Lclicks,Rclicks,lastSpeedDiff,changeSize,eLclicks,eRclicks
737253.633310185,29.6710018068552,36.9209926575422,100,0.284993220215256,1,-1,10,0,32,100,8,0
737253.633310185,66.602998226881,73.8699976354837,-200,0.435994655017566,1,1,0,15,-98,-200,0,15
737253.633310185,103.089000284672,110.298999398947,0,NaN,NaN,NaN,0,0,0,0,0,0
737253.633310185,139.9209972471,147.156001254916,100,0.563999624850112,1,-1,11,0,22,100,11,0
737253.633310185,176.922999322414,184.225001558661,0,NaN,NaN,NaN,0,0,0,0,0,0
737253.633310185,213.640995696187,220.871000736952,200,0.26599706972047,1,-1,17,0,82,200,10,0
737253.633310185,250.135999917984,257.402999326587,-100,0.226995266915765,1,1,0,15,12,-100,0,15
737253.633310185,286.594995483756,293.83200109005,200,0.320999783041771,1,-1,15,0,98,200,14,0
737253.633310185,323.535994067788,330.863001197577,0,6.11199491858861,6,-1,1,0,-8,0,0,0
737253.633310185,360.597993806005,367.887000739574,-100,0.404994833355886,1,1,0,11,-18,-100,0,9
737253.633310185,397.817999124527,405.290992185473,0,4.31499704885937,4,-1,2,0,-14,0,1,0
737253.633310185,435.308994725347,442.581998929381,-200,0.644992232686491,1,1,0,14,-106,-200,0,14
