23.33,24.451,25.604,26.722,27.836,28.925,30.053,31.19
56.959,57.973,59.136,60.289,61.449,62.583,63.711,64.825
90.869,92.062,93.226,94.439,95.539,96.678,97.841,99.066
124.9,126.06,127.16,128.32,129.44,130.55,131.75,132.86
159.31,160.54,161.74,162.88,164.07,165.27,166.48,167.58
193.82,194.96,196.13,197.28,198.47,199.6,200.76,201.94
262.4,263.59,264.82,265.95,267.09,268.28,269.41,270.58
331.39,332.44,333.54,334.71,335.84,336.98,338.12,339.25
399.83,401,402.19,403.29,404.49,405.69,406.76,407.93
467.63,468.72,469.88,471.06,472.21,473.32,474.44,475.54
536,537.08,538.31,539.41,540.56,541.75,542.82,543.93
604,605.17,606.32,607.48,608.59,609.7,610.83,611.97
672.94,674.12,675.33,676.55,677.72,678.83,680,681.22
