date,startTime,endTime,pertSize,reactionTime,reactionStride,initialResponse,Lclicks,Rclicks,lastSpeedDiff,changeSize,eLclicks,eRclicks
737250.783113426,17.6260057836771,21.5550027787685,200,0.769006043672562,1,-1,17,0,14.6666666666667,200,17,0
737250.783113426,66.3830034434795,73.4819993376732,200,1.9960036866687,2,-1,9,0,138,-300,9,0
737250.783113426,99.6249977499247,106.967997550964,400,1.38699908352282,2,-1,26,0,218,-100,15,0
737250.783113426,133.590997382998,140.771998465061,200,1.95699742996658,2,-1,5,0,166,-300,5,0
737250.783113426,168.192006647587,175.515000522137,400,1.32800185847736,2,-1,17,0,278,-100,16,0
737250.783113426,202.21199914813,209.25400480628,200,NaN,NaN,NaN,0,0,200,-300,0,0
737250.783113426,236.616006866097,244.057004526258,400,0.726999503021943,1,-1,28,0,202,-100,19,0
737250.783113426,306.73999786377,313.827004283667,200,3.8480055576656,4,-1,7,0,154,-300,2,0
737250.783113426,383.992002904415,391.559000685811,400,4.09500604534696,4,-1,17,0,278,-100,3,0
737250.783113426,461.697002872825,468.913006782532,200,1.35300297725189,2,1,0,16,314,-300,0,14
737250.783113426,537.828002125025,545.225004851818,400,3.06799996805785,3,-1,12,0,312,-100,8,0
737250.783113426,615.723003074527,623.322006314993,200,0.76100276899524,1,1,0,16,312,-300,0,14
737250.783113426,694.269006326795,701.758002117276,400,2.8790031887329,3,-1,13,0,312,-100,9,0
737250.783113426,770.609006658196,778.067002817988,200,0.781006450779387,1,1,0,20,344,-300,0,17
737250.783113426,847.61899933219,854.935002699494,400,2.62500441147131,3,-1,16,0,286,-100,9,0
737250.783113426,923.680998757482,931.00800588727,200,1.17300004482968,2,1,0,16,318,-300,0,16
737250.783113426,1000.38300678134,1007.9439997673,400,3.76400186050159,4,1,4,13,468,-100,0,4
737250.783113426,1074.98199865222,1082.27100558579,200,0.962998860370135,1,1,0,23,368,-300,0,17
737250.783113426,1125.79600587487,1129.6910058707,200,1.93900582373317,2,1,0,10,46,200,0,10
