23.064,24.195,25.281,26.443,27.579,28.733,29.856,31
57.18,58.287,59.386,60.544,61.658,62.757,63.966,65.097
90.881,91.964,93.016,94.115,95.245,96.329,97.471,98.592
125.11,126.26,127.37,128.56,129.72,130.86,132.04,133.17
159.54,160.6,161.72,162.83,163.99,165.12,166.22,167.39
193.8,194.98,196.09,197.23,198.34,199.53,200.63,201.83
264.03,265.21,266.38,267.59,268.73,269.86,271.01,272.18
334.22,335.32,336.48,337.63,338.66,339.82,340.96,342.05
404.97,406.13,407.3,408.44,409.6,410.82,411.98,413.18
475.23,476.39,477.55,478.75,479.95,481.02,482.17,483.31
546.16,547.25,548.36,549.62,550.69,551.87,553.03,554.15
617.17,618.35,619.57,620.72,621.88,623.04,624.24,625.47
687.45,688.53,689.65,690.83,691.85,693.02,694.13,695.27
