NaN,0.76901,0.14501,0.11,0.034999,NaN,NaN,NaN
NaN,NaN,0.908,0.079004,0.00099737,NaN,NaN,NaN
NaN,NaN,0.288,0.163,0.358,0.011005,0.148,0.203
NaN,NaN,0.811,0.181,NaN,NaN,NaN,NaN
NaN,NaN,0.24,0.125,0.186,0.129,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,0.727,0.029001,0.0020045,0.055003,0.094005,0.0020029,NaN
NaN,NaN,NaN,NaN,0.61501,0.029,NaN,NaN
NaN,NaN,NaN,NaN,0.55601,0.15,0.16401,0.185
NaN,NaN,0.29,0.043998,0.191,0.439,0.519,NaN
NaN,NaN,NaN,0.758,0.036002,NaN,0.177,NaN
NaN,0.761,0.208,0.068,0.012003,NaN,0.16701,NaN
NaN,NaN,NaN,0.637,0.068005,0.133,NaN,NaN
NaN,0.78101,0.050997,0.045997,0.19201,1.081,0.35801,NaN
NaN,NaN,NaN,0.389,0.29901,0.121,0.13101,NaN
NaN,NaN,0.002,0.098999,0.173,NaN,NaN,NaN
NaN,NaN,NaN,NaN,0.276,0.043,0.118,0.131
NaN,0.963,0.171,0.014003,0.053006,0.060003,NaN,0.343
NaN,NaN,0.86901,0.147,0.027,NaN,NaN,NaN
