29.013,30.179,31.347,32.387,33.485,34.649,35.696,36.786
65.714,66.736,67.873,68.905,69.983,71.115,72.211,73.392
102.41,103.57,104.63,105.75,106.86,107.89,108.99,110.14
139.4,140.57,141.71,142.83,143.97,145.12,146.27,147.36
176.58,177.72,178.92,180.05,181.15,182.33,183.44,184.57
214.37,215.5,216.61,217.79,218.91,220.01,221.12,222.26
251.18,252.26,253.4,254.51,255.6,256.75,257.31,258.93
287.82,288.99,290.12,291.26,292.39,293.53,294.73,295.82
324.97,326.12,327.28,328.36,329.51,330.66,331.73,332.86
362.27,363.45,364.51,365.71,366.83,367.98,369.17,370.32
399.89,400.97,402.13,403.24,404.39,405.6,406.76,407.86
437.56,438.57,439.65,440.78,441.92,443.09,444.23,445.31
