NaN,NaN,NaN,0.13001,0.167,0.183,0.15601,0.06101
NaN,NaN,0.317,0.0010069,0.134,0.0020005,0.047004,0.086006
NaN,NaN,NaN,0.624,0.097007,0.033007,0.126,0.0010096
NaN,NaN,0.625,0.295,0.131,0.156,0.096008,0.204
NaN,1.056,0.23301,0.123,0.057006,0.117,0.17001,0.082005
NaN,NaN,NaN,0.104,0.048005,0.142,0.020003,0.14901
NaN,0.775,0.126,0.14201,0.0080045,0.17601,0.821,0.13601
NaN,1.002,0.30001,0.152,0.061008,0.51601,0.13001,0.023004
NaN,NaN,NaN,0.794,0.087008,0.112,0.093002,0.051006
NaN,0.69801,0.15801,0.040001,0.050007,0.114,0.054006,0.038006
NaN,NaN,NaN,0.50201,0.038002,0.399,0.029005,0.069005
NaN,0.654,0.023003,0.035002,0.010002,0.096008,0.052005,NaN
