date,startTime,endTime,pertSize,reactionTime,reactionStride,initialResponse,Lclicks,Rclicks,lastSpeedDiff
736595.822893518,25.7699970155954,52.6409938931465,250,0.317993888020283,1,1,29,9,110
736595.822893518,78.7679996341467,105.428999662399,-100,6.95299371052533,7,1,2,5,-76
736595.822893518,131.458993256092,158.456000313163,-25,7.0789975119842,7,-1,1,1,-25
736595.822893518,184.433992579579,211.624993756413,50,3.98199673033378,4,-1,6,0,2
736595.822893518,238.016995042562,264.484000951052,-300,1.24399352539331,2,1,0,35,-62
736595.822893518,289.799001440406,316.488999500871,-125,9.20699233806226,9,1,1,6,-93
736595.822893518,342.102992534637,369.273997843266,75,16.5410011859058,15,1,0,2,91
736595.822893518,395.262993872166,422.445998713374,10,10.267992895373,9,1,0,2,24
736595.822893518,448.046000674367,475.128995999694,-150,4.55399930858403,4,-1,15,25,-84
736595.822893518,501.02899633348,528.327993303537,-75,13.3129999629309,12,1,0,6,-37
736595.822893518,554.643994197249,581.700998917222,200,5.45999274528003,5,1,23,1,50
736595.822893518,607.496000826359,634.628000110388,125,4.705994417076,5,-1,14,0,33
736595.822893518,661.382994800806,689.27099481225,25,NaN,NaN,NaN,0,0,25
736595.822893518,715.481001511216,742.791998013854,0,9.71799345934414,9,-1,1,0,-8
736595.822893518,769.044993817806,796.26699462533,300,2.46599331677135,3,-1,31,3,98
736595.822893518,822.440992668271,850.555998086929,-10,3.78299367392901,4,-1,10,5,-44
736595.822893518,877.228001877666,905.316996574402,-50,11.7559932322474,10,-1,1,1,-50
736595.822893518,931.953001767397,959.827000647783,100,2.55099376452563,3,-1,27,0,-80
736595.822893518,985.91099716723,1012.82599903643,350,1.95199824715382,2,-1,36,2,114
736595.822893518,1038.98399434984,1066.78299866617,0,7.60599815583555,7,1,0,3,18
736595.822893518,1093.46799775958,1120.96899524331,-200,3.65500127543055,3,1,2,36,30
736595.822893518,1147.05999232829,1174.43000078201,150,6.93099899626395,6,-1,20,0,16
736595.822893518,1200.23299902678,1226.9469961524,-250,1.26700080466981,2,1,8,62,142
736595.822893518,1253.04800122976,1279.48899641633,-350,1.52699958575249,2,1,0,66,120
