date,startTime,endTime,pertSize,reactionTime,reactionStride,initialResponse,Lclicks,Rclicks,lastSpeedDiff,changeSize,eLclicks,eRclicks
737257.802997685,30.8859921991825,38.4859912097454,100,1.34299859940074,2,-1,13,0,12,100,8,0
737257.802997685,69.958994910121,77.604990452528,-200,1.38899361228687,2,1,0,13,-114,-200,0,9
737257.802997685,109.649998694658,117.425997555256,0,NaN,NaN,NaN,0,0,0,0,0,0
737257.802997685,149.424999207258,157.455995678902,100,1.02800027525518,1,-1,11,0,26,100,10,0
737257.802997685,189.633994549513,197.496997565031,0,4.63099940454413,4,-1,4,0,-28,0,1,0
737257.802997685,229.693996533751,237.629992514849,200,1.08499789607595,1,-1,15,0,94,200,10,0
737257.802997685,269.585995003581,277.61399410665,-100,2.38699091314629,2,-1,2,3,-98,-100,2,0
737257.802997685,310.090995579958,318.10599938035,200,2.28899363041273,2,-1,14,0,100,200,10,0
737257.802997685,350.127994269133,357.894990965724,0,NaN,NaN,NaN,0,0,0,0,0,0
737257.802997685,390.098990499973,398.129997029901,-100,1.03999110055156,1,1,0,10,-24,-100,0,9
737257.802997685,430.293994769454,438.340993970633,0,4.38699571763573,4,-1,3,0,-20,0,2,0
737257.802997685,470.921998098493,478.880997374654,-200,1.5019957908371,2,1,0,15,-94,-200,0,9
