NaN,NaN,0.224,0.33899,0.19499,0.453,0.043998,0.060993
NaN,NaN,0.28999,0.718,0.018999,0.05499,0.015999,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1.028,0.099999,0.065994,0.40199,NaN,0.61,NaN
NaN,NaN,NaN,NaN,1.011,0.086995,0.71899,NaN
NaN,1.085,1.018,0.151,0.090999,0.21599,0.44,0.494
NaN,NaN,1.18,0.243,NaN,1.072,0.089991,NaN
NaN,NaN,1.107,0.146,0.025993,NaN,0.089991,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1.04,0.089993,0.14,0.246,0.272,NaN,NaN
NaN,NaN,NaN,NaN,0.725,0.334,NaN,NaN
NaN,NaN,0.223,0.030993,0.063995,0.37399,0.39799,NaN
