30.885,32.004,33.115,34.417,35.528,36.676,37.911,39.042
69.959,71.058,72.246,73.425,74.58,75.756,77.008,78.222
109.65,110.82,112.04,113.18,114.38,115.61,116.86,118.07
149.42,150.59,151.83,153.16,154.37,155.65,156.84,158.04
189.63,190.82,191.99,193.25,194.41,195.69,196.88,198.1
229.69,230.9,232.1,233.31,234.58,235.76,237.01,238.21
269.59,270.79,272.05,273.28,274.57,275.78,277.06,278.26
310.09,311.27,312.5,313.69,315.02,316.23,317.48,318.65
350.13,351.39,352.54,353.75,354.92,356.13,357.35,358.5
390.1,391.35,392.67,393.92,395.1,396.33,397.59,398.72
430.29,431.45,432.71,433.96,435.29,436.46,437.76,439
470.92,472.2,473.37,474.59,475.79,477.06,478.3,479.53
