date,startTime,endTime,pertSize,reactionTime,reactionStride,initialResponse,Lclicks,Rclicks,lastSpeedDiff,changeSize,eLclicks,eRclicks
737257.821041667,17.9060082882643,25.4070036113262,200,1.28400273740408,2,-1,13,0,108,200,10,0
737257.821041667,70.0230058282614,77.6740003377199,200,2.15800056052103,2,-1,9,0,142,-300,5,0
737257.821041667,105.151008814573,112.82800398767,400,2.29600743054471,2,-1,10,0,324,-100,9,0
737257.821041667,140.941007807851,148.751003667712,200,1.44800257444149,2,-1,3,0,182,-300,3,0
737257.821041667,176.460006460547,184.539001062512,400,2.57700335120899,3,-1,14,0,302,-100,10,0
737257.821041667,212.872009724379,220.615007355809,200,NaN,NaN,NaN,0,0,200,-300,0,0
737257.821041667,249.153003841639,257.214004173875,400,2.31900575268082,2,-1,11,0,328,-100,9,0
737257.821041667,322.437005862594,330.232004821301,200,NaN,NaN,NaN,0,0,200,-300,0,0
737257.821041667,400.982003286481,408.899009227753,400,2.75500162565731,3,-1,12,0,316,-100,8,0
737257.821041667,477.145007997751,484.876006096601,200,NaN,NaN,NaN,0,0,200,-300,0,0
737257.821041667,555.81200234592,563.647003099322,400,2.84500220858899,3,-1,10,0,326,-100,8,0
737257.821041667,634.43100862205,641.953005641699,200,5.99300568722538,6,-1,7,0,152,-300,0,0
737257.821041667,712.803003564477,720.711007341743,400,6.31000173198117,6,-1,3,0,378,-100,0,0
737257.821041667,792.16000624001,800.139001384377,200,3.41500481605181,3,1,0,9,266,-300,0,6
737257.821041667,871.775003895164,879.71900627017,400,2.61000784336647,3,-1,11,0,320,-100,9,0
737257.821041667,951.447001844645,959.2260081321,200,4.24700154054153,4,1,0,4,224,-300,0,3
737257.821041667,1029.43700328469,1037.18600571156,400,2.53600843893946,3,-1,10,0,326,-100,8,0
737257.821041667,1108.6880017072,1116.55300632119,200,2.46100223909889,2,1,0,10,272,-300,0,8
737257.821041667,1162.46100515127,1169.96400207281,200,NaN,NaN,NaN,0,0,200,200,0,0
